ensembl_gene_id,min,lowerq,sd,mean,median,upperq,max,total,n_zero
ENSMUSG00000033880,0,7.412985165672325,2.4341020226885215,8.162657615271842,8.93870683060127,9.789154413911067,11.7201974995012,6513.80077698693,1
ENSMUSG00000034164,0,0,2.9306376847641307,2.6564942836035796,1.4392615450159,4.411382550478352,10.6223342883076,2119.8824383156566,212
ENSMUSG00000034220,0,0,2.170137762962935,1.2012141187204948,0,1.274374898611445,9.89018744613465,958.5688667389549,436
ENSMUSG00000034708,0,2.0734224874683624,3.1081738152621923,4.972490408576373,4.7751445656378895,7.93148482573485,10.7473107151861,3968.047346043946,28
ENSMUSG00000034881,0,0,1.967014449940699,0.9960816691499405,0,1.1329697417710327,10.2371091695637,794.8731719816525,446
ENSMUSG00000035000,0,0.43287577494061075,2.977400996603762,2.7641639643581204,1.5948960949405548,4.657513986629223,10.4259846036971,2205.80284355778,193
ENSMUSG00000035206,0,1.7589936142167426,3.4089019108760183,5.26333153194069,6.3725382527388845,8.39557764908437,10.5433896061379,4200.138562488671,64
ENSMUSG00000035498,0,0,0.8908074902980766,0.2788979279967211,0,0,8.96064443469411,222.56054654138342,648
ENSMUSG00000035914,0,0,0.7722078300264585,0.28873301722516576,0,0,9.056750450605,230.40894774568227,608
ENSMUSG00000036503,0,1.53825826848938,3.2014852359222306,4.318454333269478,3.100990238283205,7.489778399189523,10.7257829447836,3446.126557949043,68
ENSMUSG00000036594,0,0,1.2747703258384344,0.6245050381045733,0,0.9106951872228675,10.342083507425,498.3550204074495,510
ENSMUSG00000037206,0,0,0.6532424983974022,0.1723746612988541,0,0,7.86649092162616,137.55497971648555,701
