gene_id,SRX028958_spl7_suf,SRX028959_spl7_def,SRX028962_spl7_suf,SRX028963_spl7_def
AT1G05963,0,0,1,3
AT1G05967,2,0,0,6
AT1G05970,64,11,60,67
AT1G05973,0,0,0,0
AT1G05977,2,3,4,11
AT1G05980,0,0,0,1
AT1G05983,0,4,1,3
AT1G05987,1,0,3,2
AT1G05990,5,2,6,15
AT1G05993,10,3,7,13
AT1G05997,2,0,9,2
AT1G06000,79,5,60,67
AT1G06002,141,59,115,67
AT1G06003,0,0,4,0
AT1G06007,0,0,2,5
AT1G06010,124,28,77,123
AT1G06013,4,3,0,2
AT1G06017,3,0,5,2
AT1G06020,14,6,10,16
AT1G06023,8,1,2,6
AT1G06027,4,3,3,6
AT1G06030,11,1,45,73
AT1G06033,13,2,7,6
AT1G06037,0,0,0,3
AT1G06040,2088,566,1106,684
AT1G06043,1,0,4,1
AT1G06045,0,0,0,0
AT1G06047,0,0,1,0
AT1G06050,58,24,76,85
AT1G06053,4,3,4,16
AT1G06057,2,0,6,6
AT1G06060,178,40,239,208
AT1G06063,0,0,0,0
AT1G06067,1,0,5,2
AT1G06070,151,45,291,330
AT1G06073,1,0,3,0
AT1G06080,21,6,30,58
AT1G06083,2,0,3,3
AT1G06087,0,0,0,3
AT1G06090,29,15,293,318
AT1G06093,0,0,0,0
AT1G06097,0,0,0,0
AT1G06100,20,3,4,4
AT1G06103,3,0,0,10
AT1G06110,384,78,526,473
AT1G06113,1,4,12,10
AT1G06117,0,0,0,2
AT1G06120,2,0,113,44
AT1G06123,3,0,4,4
AT1G06127,10,1,6,19
AT1G06130,381,110,248,262
AT1G06133,1,0,5,2
AT1G06135,3,3,9,10
AT1G06137,0,0,1,11
AT1G06140,21,2,24,38
AT1G06143,24,6,27,30
AT1G06147,7,7,11,25
AT1G06148,66,21,110,180
AT1G06150,202,30,230,298
AT1G06153,0,0,0,0
AT1G06157,1,0,0,5
AT1G06160,64,25,59,225
AT1G06163,6,1,4,7
AT1G06170,20,2,110,134
AT1G06173,0,0,3,4
AT1G06177,1,2,1,2
AT1G06180,95,45,46,103
AT1G06187,1,3,8,18
AT1G06190,424,93,65,94
AT1G06197,4,0,6,4
AT1G06200,349,86,368,407
AT1G06203,2,0,7,3
AT1G06207,4,1,8,4
AT1G06210,286,81,225,201
AT1G06213,0,0,0,0
AT1G06217,5,5,7,8
AT1G06220,253,69,305,273
AT1G06225,5,4,26,19
AT1G06227,43,27,32,36
AT1G06230,365,103,502,621
AT1G06233,0,0,2,0
AT1G06237,0,0,11,4
AT1G06240,100,21,36,53
AT1G06243,1,0,2,4
AT1G06247,0,0,0,0
AT1G06250,15,4,19,31
AT1G06253,3,0,0,0
AT1G06257,0,0,0,0
AT1G06260,4,0,4,10
AT1G06263,0,0,0,0
AT1G06265,56,17,55,60
AT1G06267,5,0,0,6
AT1G06270,43,8,35,43
AT1G06273,3,1,0,2
AT1G06277,2,4,0,0
AT1G06280,2,0,15,6
AT1G06283,0,0,0,0
AT1G06287,0,0,0,1
AT1G06290,277,73,417,423
AT1G06293,3,0,2,2
AT1G06297,0,0,1,0
AT1G06303,1,0,0,1
AT1G06307,0,0,0,4
AT1G06310,9,2,35,45
AT1G06313,0,2,7,1
AT1G06317,0,0,0,1
AT1G06320,1,0,3,15
AT1G06323,3,5,5,7
AT1G06327,0,0,1,0
AT1G06330,5,0,17,31
AT1G06333,0,1,5,4
AT1G06337,0,0,0,0
AT1G06340,7,4,14,16
AT1G06343,2,0,4,2
AT1G06347,1,2,6,0
AT1G06350,9,5,6,22
AT1G06353,0,0,2,3
AT1G06357,12,1,12,20
AT1G06360,118,25,11,18
AT1G06363,0,0,4,0
AT1G06373,1,0,3,2
AT1G06377,1,1,1,4
AT1G06380,71,15,58,78
AT1G06383,2,1,4,2
AT1G06387,3,1,2,2
AT1G06390,411,97,322,367
AT1G06393,1,2,11,3
AT1G06397,0,0,34,25
AT1G06400,250,49,491,535
AT1G06403,1,0,2,0
AT1G06407,2,0,3,11
AT1G06410,343,116,550,563
AT1G06413,1,0,6,6
AT1G06417,1,3,15,13
AT1G06420,27,5,10,20
AT1G06423,1,0,0,0
AT1G06427,0,0,0,0
AT1G06430,975,243,54,109
AT1G06433,0,1,9,10
AT1G06437,0,0,0,0
AT1G06440,20,3,38,45
AT1G06443,0,0,0,5
AT1G06447,3,0,5,0
AT1G06450,96,32,47,63
AT1G06453,0,0,0,0
AT1G06457,0,0,1,0
AT1G06460,3219,574,62,123
AT1G06463,17,2,18,24
AT1G06467,0,0,0,0
AT1G06470,250,59,215,170
AT1G06473,38,10,108,63
AT1G06475,6,0,0,0
AT1G06480,0,0,1,8
AT1G06483,0,1,3,4
AT1G06487,0,0,2,2
AT1G06490,42,18,179,141
AT1G06493,1,0,3,5
AT1G06497,1,0,0,5
AT1G06500,150,17,100,123
AT1G06507,2,1,2,7
AT1G06510,164,64,73,62
AT1G06513,0,3,4,1
AT1G06515,93,36,159,232
AT1G06517,0,0,2,1
AT1G06520,11,6,76,106
AT1G06523,1,1,6,8
AT1G06527,0,0,2,5
AT1G06530,341,74,409,314
AT1G06533,5,2,1,3
AT1G06537,5,2,8,6
AT1G06540,9,3,30,58
AT1G06543,0,0,0,4
AT1G06547,0,1,2,3
AT1G06550,303,56,267,420
AT1G06553,9,3,16,8
AT1G06557,1,0,4,2
AT1G06560,54,12,121,96
AT1G06567,2,0,0,4
AT1G06570,352,103,376,872
AT1G06573,31,0,107,80
AT1G06577,3,0,0,3
AT1G06580,18,9,59,60
AT1G06583,5,0,2,7
AT1G06587,0,2,0,1
AT1G06590,51,18,163,176
AT1G06593,0,0,0,0
AT1G06597,0,0,0,0
AT1G06603,3,0,1,6
AT1G06607,2,4,14,15
AT1G06610,0,0,0,0
AT1G06613,0,3,1,2
AT1G06617,0,0,2,1
AT1G06620,38,15,407,567
AT1G06623,0,0,1,0
AT1G06627,0,0,2,1
AT1G06630,163,52,207,309
AT1G06633,0,1,5,0
AT1G06637,2,0,1,2
AT1G06640,901,112,847,835
AT1G06643,0,0,0,0
AT1G06645,96,25,15,17
AT1G06647,0,0,0,7
AT1G06650,504,145,103,252
AT1G06653,1,0,0,0
AT1G06657,0,0,1,2
AT1G06660,33,4,78,45
AT1G06663,0,0,3,4
AT1G06667,1,0,3,8
AT1G06670,187,36,232,304
AT1G06673,0,0,1,1
AT1G06677,0,0,0,0
AT1G06680,28525,2762,38,33
AT1G06683,1,0,0,0
AT1G06687,6,0,3,3
AT1G06690,468,85,52,53
AT1G06693,1,0,1,2
AT1G06697,2,2,14,11
AT1G06700,631,140,819,868
AT1G06703,1,0,1,0
AT1G06707,3,0,3,5
AT1G06710,46,13,87,100
AT1G06713,3,1,0,7
AT1G06717,16,5,6,6
AT1G06720,123,32,146,188
AT1G06723,3,1,3,11
AT1G06727,2,1,2,1
AT1G06730,58,17,89,95
AT1G06733,3,1,1,2
AT1G06737,0,0,1,1
AT1G06740,33,7,36,40
AT1G06743,0,1,6,2
AT1G06747,1,0,3,2
AT1G06750,24,5,11,25
AT1G06753,7,1,10,6
AT1G06757,5,1,3,7
AT1G06760,846,191,1183,987
AT1G06770,81,25,100,143
AT1G06773,1,0,1,0
AT1G06777,0,1,0,3
AT1G06780,129,39,230,227
AT1G06783,4,0,4,4
AT1G06787,0,0,0,36
AT1G06790,78,17,110,118
AT1G06797,0,0,0,0
AT1G06800,39,2,66,84
AT1G06810,4,0,3,3
AT1G06817,0,3,1,1
AT1G06820,206,78,122,116
AT1G06823,1,0,3,8
AT1G06827,1,1,1,9
AT1G06830,9,0,13,14
AT1G06837,19,3,7,13
AT1G06840,105,20,313,438
AT1G06850,133,17,103,95
AT1G06853,3,1,2,5
AT1G06857,1,0,1,0
AT1G06860,0,0,0,0
AT1G06863,2,0,0,5
AT1G06867,2,0,0,4
AT1G06870,102,31,130,103
AT1G06873,0,0,0,0
AT1G06877,0,0,0,0
AT1G06880,0,0,0,0
AT1G06883,7,7,13,8
AT1G06890,294,89,416,387
AT1G06897,2,2,6,10
AT1G06900,207,60,227,306
AT1G06903,1,0,1,0
AT1G06907,2,0,7,14
AT1G06910,40,7,69,48
AT1G06913,1,0,2,4
AT1G06917,1,1,2,4
AT1G06920,6,3,10,16
AT1G06923,4,0,22,19
AT1G06925,0,1,5,0
AT1G06927,9,1,3,2
AT1G06930,4,3,74,47
AT1G06933,1,1,2,5
AT1G06937,2,3,1,1
AT1G06943,0,0,0,1
AT1G06947,3,1,4,1
AT1G06950,565,125,380,438
AT1G06953,1,0,0,0
AT1G06957,1,1,3,1
AT1G06960,127,23,131,169
AT1G06963,5,1,13,11
AT1G06967,1,1,3,9
AT1G06970,7,3,42,44
AT1G06973,1,0,4,0
AT1G06977,4,5,9,22
AT1G06980,28,5,23,23
AT1G06983,8,2,58,26
AT1G06987,0,0,3,2
AT1G06990,4,1,6,8
AT1G06993,0,1,14,9
AT1G06997,2,0,8,9
AT1G07000,152,80,395,527
AT1G07003,0,1,7,5
AT1G07007,1,0,4,6
AT1G07010,419,89,23,44
AT1G07013,4,1,3,5
AT1G07017,2,1,2,2
AT1G07020,45,12,119,159
AT1G07023,0,0,0,7
AT1G07025,1,0,6,2
AT1G07027,4,0,5,1
AT1G07030,145,38,125,136
AT1G07040,446,97,156,428
AT1G07050,121,14,15,19
AT1G07051,0,0,1,2
AT1G07060,12,1,16,18
AT1G07070,77,16,124,90
AT1G07080,987,180,521,510
AT1G07090,116,16,126,168
AT1G07100,0,0,0,0
AT1G07110,523,122,230,335
AT1G07117,3,0,0,4
AT1G07119,7,5,50,17
AT1G07120,16,3,20,42
AT1G07123,4,1,3,7
AT1G07127,4,0,2,6
AT1G07128,40,11,82,108
AT1G07130,13,5,41,46
AT1G07133,3,0,0,14
AT1G07135,130,26,62,94
AT1G07137,272,48,256,203
AT1G07140,646,165,868,752
AT1G07143,32,7,1,13
AT1G07147,4,1,1,7
AT1G07150,15,4,58,128
AT1G07157,0,1,0,1
AT1G07160,5,7,38,26
AT1G07163,0,0,2,0
AT1G07167,4,0,9,13
AT1G07170,101,26,149,200
AT1G07173,1,0,1,0
AT1G07175,9,6,22,26
AT1G07177,1,0,6,6
AT1G07180,331,37,27,30
AT1G07183,1,0,0,5
AT1G07187,20,10,15,64
AT1G07190,1,1,1,1
AT1G07193,0,2,1,2
AT1G07197,0,0,0,2
AT1G07200,249,38,319,374
AT1G07210,234,44,212,264
AT1G07220,124,45,131,129
AT1G07230,570,107,356,490
AT1G07233,0,2,6,8
AT1G07237,2,0,2,1
AT1G07240,198,37,295,435
AT1G07243,1,2,0,3
AT1G07247,0,0,1,0
AT1G07250,289,54,205,268
AT1G07253,2,2,4,5
AT1G07257,0,1,2,1
AT1G07260,21,6,103,236
AT1G07263,0,0,0,0
AT1G07267,8,3,3,3
AT1G07270,14,2,26,28
AT1G07273,2,2,0,6
AT1G07277,0,0,0,0
AT1G07280,675,160,27,55
AT1G07283,0,0,5,3
AT1G07287,4,0,2,3
AT1G07290,24,6,53,39
AT1G07293,0,0,3,5
AT1G07297,0,2,1,1
AT1G07300,118,30,191,145
AT1G07303,1,0,1,0
AT1G07310,290,61,376,437
AT1G07313,0,0,4,6
AT1G07317,1,0,1,0
AT1G07320,1242,182,170,187
AT1G07323,78,37,169,132
AT1G07327,0,0,7,2
AT1G07330,5,4,28,40
AT1G07333,2,0,5,3
AT1G07337,5,4,10,12
AT1G07340,10,1,21,16
AT1G07343,1,1,0,0
AT1G07347,1,0,0,3
AT1G07350,212,67,261,296
AT1G07353,1,1,1,4
AT1G07357,2,2,6,0
AT1G07360,238,50,283,306
AT1G07367,6,4,7,3
AT1G07370,57,8,103,72
AT1G07373,20,4,24,9
AT1G07380,109,17,218,212
AT1G07383,1,0,3,2
AT1G07390,79,31,45,67
AT1G07393,0,0,1,0
AT1G07397,0,0,11,20
AT1G07400,5,2,14,10
AT1G07407,0,0,8,7
AT1G07410,53,10,62,57
AT1G07413,0,0,1,0
AT1G07417,1,0,1,0
AT1G07420,395,65,386,282
AT1G07423,3,0,2,3
AT1G07430,309,97,21,44
AT1G07433,1,0,2,0
AT1G07437,2,0,8,14
AT1G07440,504,83,28,17
AT1G07447,0,1,9,6
AT1G07450,14,2,16,9
AT1G07453,1,1,3,6
AT1G07457,11,3,9,23
AT1G07460,3,0,19,13
AT1G07463,0,0,2,0
AT1G07467,4,1,4,3
AT1G07470,242,37,321,331
AT1G07473,5,5,8,8
AT1G07476,1,1,1,9
AT1G07477,20,4,0,9
AT1G07480,188,58,191,249
AT1G07483,1,0,3,1
AT1G07485,21,5,11,12
AT1G07487,0,0,0,2
AT1G07490,8,0,2,3
AT1G07493,0,0,2,6
AT1G07497,0,0,3,1
AT1G07500,0,0,0,0
AT1G07503,1,0,4,0
AT1G07507,0,1,2,0
AT1G07510,201,55,293,270
AT1G07513,1,0,4,0
AT1G07517,9,2,15,25
AT1G07520,3,0,40,44
AT1G07523,0,1,2,8
AT1G07527,3,1,9,16
AT1G07530,299,84,443,566
AT1G07533,0,0,0,0
AT1G07537,0,0,0,1
AT1G07540,13,7,26,35
AT1G07543,0,1,3,1
AT1G07547,0,2,6,5
AT1G07550,8,6,168,200
AT1G07553,3,1,2,6
AT1G07557,0,0,0,0
AT1G07560,11,2,222,307
AT1G07563,0,0,0,0
AT1G07567,0,0,3,18
AT1G07570,116,14,113,134
AT1G07573,0,0,2,4
AT1G07580,0,0,0,0
AT1G07583,0,1,3,4
AT1G07587,5,5,8,7
AT1G07590,3558,1292,12722,17161
AT1G07593,0,0,2,1
AT1G07597,4,2,4,3
AT1G07600,179,6,751,994
AT1G07603,5,4,2,1
AT1G07607,17,11,4,11
AT1G07610,190,60,2033,3107
AT1G07613,0,1,2,4
AT1G07615,82,8,41,106
AT1G07617,1,0,6,0
AT1G07620,64,47,156,183
AT1G07623,3,1,10,1
AT1G07627,4,4,4,14
AT1G07630,202,73,358,480
AT1G07633,0,0,0,0
AT1G07637,2,0,2,0
AT1G07640,139,39,206,212
AT1G07645,0,0,8,14
AT1G07647,0,0,0,0
AT1G07650,368,73,195,163
AT1G07653,5,0,1,10
AT1G07657,1,0,1,2
AT1G07660,157,40,178,194
AT1G07663,3,0,1,7
AT1G07667,0,0,6,1
AT1G07670,323,59,495,458
AT1G07673,0,0,5,1
AT1G07680,4,1,12,15
AT1G07683,0,0,3,12
AT1G07690,4,1,66,34
AT1G07693,6,1,4,4
AT1G07697,0,0,1,5
AT1G07700,600,138,179,155
AT1G07702,0,0,0,0
AT1G07703,12,3,18,21
AT1G07705,215,59,180,169
AT1G07707,0,0,6,4
AT1G07710,10,4,53,38
AT1G07717,4,4,3,7
AT1G07720,202,58,39,41
AT1G07723,0,1,8,3
AT1G07725,0,0,33,17
AT1G07727,0,0,0,0
AT1G07728,80,12,136,200
AT1G07730,0,0,38,22
AT1G07733,0,0,0,0
AT1G07737,5,0,0,0
AT1G07740,30,10,53,51
AT1G07743,23,6,20,20
AT1G07745,62,12,68,105
AT1G07747,2,1,3,3
AT1G07750,505,106,966,548
AT1G07753,0,0,0,0
AT1G07757,3,0,2,1
AT1G07760,0,0,0,0
AT1G07763,0,0,0,0
AT1G07767,1,0,2,3
AT1G07770,3201,989,3982,4686
AT1G07773,0,0,4,0
AT1G07777,0,0,3,3
AT1G07780,137,32,143,124
AT1G07783,2,0,7,18
AT1G07787,1,0,3,1
AT1G07790,103,26,169,126
AT1G07793,2,1,3,3
AT1G07795,6,2,16,17
AT1G07803,0,0,0,0
AT1G07807,2,2,0,3
AT1G07810,236,57,296,430
AT1G07813,0,0,0,0
AT1G07820,338,86,578,419
AT1G07823,2,0,0,3
AT1G07827,2,1,0,1
AT1G07830,122,24,219,243
AT1G07833,3,0,2,3
AT1G07837,5,1,7,10
AT1G07840,86,32,102,145
AT1G07843,0,0,1,0
AT1G07847,0,0,0,0
AT1G07850,13,0,18,25
AT1G07853,0,0,0,0
AT1G07857,3,0,2,3
AT1G07860,2,0,0,0
AT1G07863,0,0,0,0
AT1G07867,7,0,0,0
AT1G07870,87,31,205,144
AT1G07873,1,1,1,7
AT1G07877,8,1,4,10
AT1G07880,53,10,159,84
AT1G07883,0,0,0,0
AT1G07885,1,0,11,2
AT1G07887,0,0,0,0
AT1G07890,3859,645,5154,3601
AT1G07893,0,0,0,0
AT1G07897,15,2,9,8
AT1G07900,19,15,6,18
AT1G07901,8,0,10,13
AT1G07902,24,3,28,39
AT1G07903,6,1,9,4
AT1G07907,1,2,2,1
AT1G07910,106,31,111,143
AT1G07913,2,0,29,16
AT1G07917,6,0,0,1
AT1G07920,3014,539,4890,4023
AT1G07923,1,0,4,6
AT1G07927,0,0,0,0
AT1G07930,1979,367,3438,2794
AT1G07933,1,2,0,3
AT1G07937,1,1,10,14
AT1G07940,3401,569,4380,3255
AT1G07943,6,0,0,0
AT1G07947,1,2,3,4
AT1G07950,148,25,135,154
AT1G07957,0,1,0,0
AT1G07960,195,52,396,305
AT1G07963,6,3,3,2
AT1G07967,0,2,2,3
AT1G07970,59,22,98,133
AT1G07973,1,1,5,6
AT1G07977,1,0,1,0
AT1G07980,126,36,95,127
AT1G07983,11,0,21,6
AT1G07985,27,19,5,16
AT1G07987,0,1,2,4
AT1G07990,302,97,275,330
AT1G07993,2,1,11,15
AT1G07997,3,0,0,4
AT1G08000,63,8,109,84
AT1G08003,0,0,0,0
AT1G08005,0,0,7,0
AT1G08007,7,1,4,11
AT1G08010,126,25,139,120
AT1G08013,3,0,8,3
AT1G08017,0,0,7,3
AT1G08023,1,3,0,0
AT1G08027,0,2,3,2
AT1G08030,169,42,159,172
AT1G08033,0,1,0,2
AT1G08035,13,3,8,9
AT1G08037,10,3,5,6
AT1G08040,333,58,125,123
AT1G08043,147,52,59,56
AT1G08047,0,1,3,6
AT1G08050,59,28,144,184
AT1G08053,2,0,1,2
AT1G08057,1,1,3,2
AT1G08060,155,34,213,215
AT1G08063,5,2,9,16
AT1G08065,7,3,13,23
AT1G08070,21,6,32,48
AT1G08073,0,0,0,0
AT1G08077,0,2,1,3
AT1G08080,11,3,4,29
AT1G08087,0,1,0,0
AT1G08090,142,24,1029,1902
AT1G08093,0,0,0,0
AT1G08097,2,0,1,5
AT1G08100,10,1,7,24
AT1G08103,1,2,4,6
AT1G08107,1,1,0,4
AT1G08110,839,129,594,638
AT1G08113,2,3,8,3
AT1G08115,1,0,0,5
AT1G08117,0,2,3,1
AT1G08120,5,4,15,11
AT1G08123,2,1,2,0
AT1G08125,117,21,159,182
AT1G08127,1,2,0,6
AT1G08130,144,28,189,152
AT1G08133,0,0,8,6
AT1G08135,7,4,44,57
AT1G08137,6,3,2,11
AT1G08140,11,6,28,26
AT1G08143,1,0,2,1
AT1G08147,1,0,1,2
AT1G08150,11,3,13,44
AT1G08153,0,0,2,9
AT1G08157,0,0,0,0
AT1G08160,62,6,405,213
AT1G08163,0,0,1,0
AT1G08165,8,4,22,14
AT1G08170,3,2,8,10
AT1G08173,6,3,11,7
AT1G08177,2,0,2,2
AT1G08180,63,23,76,107
AT1G08183,0,0,2,6
AT1G08190,588,100,557,642
AT1G08193,4,0,4,15
AT1G08200,1365,236,1153,695
AT1G08207,2,2,1,2
AT1G08210,192,45,304,314
AT1G08213,11,1,2,7
AT1G08217,4,0,6,8
AT1G08220,44,9,78,100
AT1G08223,2,0,0,0
AT1G08227,2,0,10,2
AT1G08230,139,53,95,128
AT1G08237,1,1,3,3
AT1G08240,0,0,0,0
AT1G08247,0,0,2,4
AT1G08250,34,7,39,67
AT1G08253,0,0,2,1
AT1G08257,0,0,1,1
AT1G08260,77,25,164,168
AT1G08263,1,0,2,0
AT1G08267,0,0,0,0
AT1G08270,32,8,40,52
AT1G08273,0,0,4,3
AT1G08277,1,0,1,4
AT1G08280,45,8,85,84
AT1G08283,26,6,40,59
AT1G08287,0,0,0,0
AT1G08290,35,15,61,110
AT1G08293,3,0,4,0
AT1G08297,1,0,2,3
AT1G08300,28,14,43,57
AT1G08303,1,0,0,0
AT1G08307,3,2,2,4
AT1G08310,14,2,38,60
AT1G08313,1,1,2,2
AT1G08315,43,9,92,164
AT1G08317,0,0,0,8
AT1G08320,29,7,577,792
AT1G08323,0,0,0,0
AT1G08327,0,0,1,1
AT1G08333,2,0,1,0
AT1G08337,0,0,0,0
AT1G08340,34,15,152,190
AT1G08343,0,0,3,0
AT1G08347,0,0,4,3
AT1G08350,81,21,159,174
AT1G08353,0,0,2,0
AT1G08357,1,0,1,1
AT1G08360,1397,270,1961,1627
AT1G08363,0,1,0,4
AT1G08367,5,2,0,6
AT1G08370,241,50,369,393
AT1G08377,1,0,0,0
AT1G08380,12252,1466,25,14
AT1G08383,0,0,1,4
AT1G08387,6,3,12,10
AT1G08390,41,3,27,11
AT1G08393,1,1,8,6
AT1G08397,0,0,2,4
AT1G08400,70,24,96,85
AT1G08403,0,0,2,4
AT1G08410,104,30,158,151
AT1G08413,0,0,2,2
AT1G08417,3,2,1,8
AT1G08420,306,74,369,423
AT1G08427,3,0,2,0
AT1G08430,12,2,38,25
AT1G08433,0,3,3,2
AT1G08437,2,0,0,2
AT1G08440,27,5,15,20
AT1G08443,0,0,1,0
AT1G08447,1,2,2,9
AT1G08450,1273,419,232,287
AT1G08453,1,0,3,2
AT1G08457,9,0,3,10
AT1G08460,285,63,289,295
AT1G08463,0,0,0,0
AT1G08465,243,76,22,25
AT1G08470,185,44,135,87
AT1G08473,3,0,0,8
AT1G08477,0,0,63,40
AT1G08480,584,110,665,613
AT1G08483,1,1,0,8
AT1G08487,0,0,2,2
AT1G08490,287,53,217,175
AT1G08493,0,0,7,3
AT1G08497,0,0,0,1
AT1G08500,43,10,79,69
AT1G08503,2,2,4,2
AT1G08507,50,14,24,37
AT1G08510,521,98,487,459
AT1G08513,7,1,4,0
AT1G08517,3,2,3,2
AT1G08520,1016,177,143,214
AT1G08523,4,2,9,7
AT1G08530,131,34,79,68
AT1G08533,0,0,0,0
AT1G08537,0,0,0,0
AT1G08540,420,54,50,103
AT1G08543,2,0,1,4
AT1G08547,12,0,0,4
AT1G08550,672,91,108,79
AT1G08553,0,0,0,3
AT1G08557,0,0,0,0
AT1G08560,79,11,171,79
AT1G08563,1,1,5,10
AT1G08567,2,0,4,4
AT1G08570,970,237,423,571
AT1G08573,1,0,12,7
AT1G08577,1,2,1,3
AT1G08580,173,50,249,231
AT1G08583,0,1,2,9
AT1G08587,3,0,1,5
AT1G08590,58,19,190,130
AT1G08592,9,0,5,18
AT1G08597,0,0,0,0
AT1G08600,173,46,175,257
AT1G08603,0,1,2,3
AT1G08607,10,2,10,22
AT1G08610,62,9,50,91
AT1G08613,2,0,2,1
AT1G08620,171,55,273,294
AT1G08623,3,0,2,2
AT1G08627,0,0,0,1
AT1G08630,128,44,98,891
AT1G08633,5,1,0,2
AT1G08637,3,2,2,5
AT1G08640,840,212,250,246
AT1G08643,44,0,97,42
AT1G08645,3,3,0,0
AT1G08647,2,0,0,7
AT1G08650,368,134,1041,841
AT1G08653,1,1,2,2
AT1G08657,0,0,0,0
AT1G08660,192,56,272,247
AT1G08663,2,0,0,0
AT1G08667,0,0,1,0
AT1G08670,6,5,80,127
AT1G08673,1,0,4,3
AT1G08677,1,1,0,1
AT1G08680,231,58,391,390
AT1G08683,0,0,0,1
AT1G08695,0,0,1,10
AT1G08697,1,1,14,7
AT1G08700,177,47,213,251
AT1G08703,10,5,11,32
AT1G08707,0,2,0,0
AT1G08710,101,20,105,122
AT1G08713,0,0,0,0
AT1G08717,1,0,0,3
AT1G08720,142,32,214,261
AT1G08723,0,0,0,0
AT1G08727,29,7,8,28
AT1G08730,27,4,51,75
AT1G08733,6,4,7,6
AT1G08737,0,0,0,0
AT1G08743,2,1,3,2
AT1G08747,1,1,5,2
AT1G08750,169,30,194,170
AT1G08753,1,0,0,3
AT1G08757,10,1,10,19
AT1G08760,98,19,194,180
AT1G08763,1,1,6,11
AT1G08767,3,0,0,1
AT1G08770,161,28,323,284
AT1G08773,0,0,3,0
AT1G08777,1,0,1,3
AT1G08780,111,48,140,119
AT1G08783,0,3,1,2
AT1G08787,2,1,4,4
AT1G08790,0,0,9,9
AT1G08793,0,0,0,0
AT1G08797,0,0,0,0
AT1G08800,129,67,305,420
AT1G08803,0,0,63,42
AT1G08807,4,1,3,7
AT1G08810,59,7,15,19
AT1G08813,0,0,2,1
AT1G08817,0,0,1,0
AT1G08820,335,86,390,401
AT1G08823,0,3,2,3
AT1G08827,0,0,9,4
AT1G08830,3695,904,3716,3619
AT1G08833,0,0,0,0
AT1G08840,64,15,130,143
AT1G08843,0,0,0,3
AT1G08845,39,10,41,59
AT1G08847,0,0,3,3
AT1G08853,1,4,0,0
AT1G08857,16,8,14,27
AT1G08860,19,2,26,26
AT1G08863,0,0,0,3
AT1G08867,0,0,0,2
AT1G08870,0,0,0,0
AT1G08877,1,0,2,3
AT1G08880,730,142,593,483
AT1G08883,2,0,9,6
AT1G08887,0,0,3,1
AT1G08890,372,74,169,183
AT1G08893,1,0,2,5
AT1G08897,2,0,0,0
AT1G08900,247,67,44,131
AT1G08903,0,1,65,55
AT1G08907,0,0,1,1
AT1G08910,123,20,94,177
AT1G08913,27,4,77,100
AT1G08920,476,199,393,361
AT1G08923,2,0,3,4
AT1G08927,5,2,4,2
AT1G08930,608,165,2058,2239
AT1G08933,0,0,0,0
AT1G08937,3,2,0,0
AT1G08940,57,18,116,158
AT1G08947,0,0,5,4
AT1G08950,0,0,0,4
AT1G08953,0,0,5,6
AT1G08960,66,12,42,72
AT1G08963,0,0,0,6
AT1G08967,11,1,12,2
AT1G08970,340,63,335,398
AT1G08973,30,19,42,51
AT1G08977,1,0,2,3
AT1G08980,522,78,55,98
AT1G08983,3,1,1,4
AT1G08985,3,0,5,12
AT1G08987,0,1,0,0
AT1G08990,6,1,85,75
AT1G08993,2,1,3,3
AT1G08997,4,0,1,6
AT1G09000,36,8,108,116
AT1G09003,1,0,0,1
AT1G09007,1,1,8,4
AT1G09010,496,90,440,473
AT1G09013,0,0,0,5
AT1G09017,1,0,0,8
AT1G09020,187,36,249,250
AT1G09023,107,21,171,150
AT1G09027,44,0,22,29
AT1G09030,0,1,11,4
AT1G09033,2,2,0,3
AT1G09037,4,0,3,7
AT1G09040,50,9,29,54
AT1G09043,0,0,2,0
AT1G09047,3,2,3,0
AT1G09050,47,8,40,53
AT1G09053,0,0,0,0
AT1G09057,4,2,1,1
AT1G09060,196,27,158,245
AT1G09063,0,0,2,0
AT1G09067,5,1,0,2
AT1G09070,460,108,756,733
AT1G09073,1,0,1,5
AT1G09077,0,0,5,3
AT1G09080,92,23,34,61
AT1G09083,6,0,5,6
AT1G09087,3,2,1,12
AT1G09090,21,3,217,197
AT1G09097,1,0,0,3
AT1G09100,277,55,211,280
AT1G09103,0,0,2,3
AT1G09107,1,2,4,2
AT1G09110,0,0,0,0
AT1G09113,0,2,1,4
AT1G09117,0,0,0,1
AT1G09123,1,2,5,1
AT1G09127,1,0,7,5
AT1G09130,1412,314,262,369
AT1G09133,0,1,1,0
AT1G09137,3,0,0,10
AT1G09140,840,199,790,1033
AT1G09143,1,0,0,1
AT1G09147,3,3,10,2
AT1G09150,302,76,310,251
AT1G09153,9,0,7,7
AT1G09155,17,0,28,25
AT1G09157,7,0,1,9
AT1G09160,128,30,156,158
AT1G09163,1,1,0,0
AT1G09167,0,0,0,0
AT1G09170,30,7,45,70
AT1G09173,1,0,1,0
AT1G09176,3,3,9,22
AT1G09177,0,0,0,0
AT1G09180,34,11,8,13
AT1G09183,1,0,2,3
AT1G09187,0,1,2,2
AT1G09190,18,4,14,44
AT1G09193,11,2,14,11
AT1G09195,75,25,94,91
AT1G09197,2,0,1,1
AT1G09200,98,33,231,112
AT1G09207,1,0,0,0
