xenbase_gene_id,S30_C_1,S30_C_2,S30_C_3,S30_F_1,S30_F_2,S30_F_3
XB-GENE-1013117,17,20,46,34,21,14
XB-GENE-1013126,37,39,56,45,46,44
XB-GENE-1013143,228,232,288,257,246,187
XB-GENE-1013183,23,17,58,36,29,52
XB-GENE-1013217,2,1,4,2,2,6
XB-GENE-1013231,201,281,390,317,331,243
XB-GENE-1013241,33,42,70,64,60,39
XB-GENE-1013251,89,72,133,123,94,96
XB-GENE-1013261,75,82,150,146,104,75
XB-GENE-1013286,339,410,460,489,389,320
XB-GENE-1013298,0,2,1,0,0,0
XB-GENE-1013309,509,480,631,545,493,323
XB-GENE-1013319,726,553,1405,532,572,365
XB-GENE-1013335,873,642,812,959,727,448
XB-GENE-1013390,25,28,49,30,20,18
XB-GENE-1013403,44,33,59,62,41,32
XB-GENE-1013443,63,71,101,79,58,84
XB-GENE-1013486,316,321,613,435,376,411
XB-GENE-1013503,285,284,308,311,323,157
XB-GENE-1013562,1,1,9,8,5,6
XB-GENE-1013602,80,59,45,96,72,33
XB-GENE-1013624,151,174,157,162,172,102
XB-GENE-1013633,25,34,54,44,25,26
XB-GENE-1013645,8,5,25,10,6,20
XB-GENE-1013668,17,17,20,23,17,19
XB-GENE-1013685,17,21,48,25,27,29
XB-GENE-1013699,9,5,14,12,8,12
XB-GENE-1013709,62,70,100,88,93,56
XB-GENE-1013734,6,12,22,10,13,7
XB-GENE-1013754,80,70,105,74,54,62
XB-GENE-1013769,3,4,4,2,8,0
XB-GENE-1013805,51,58,49,50,52,44
XB-GENE-1013816,289,176,346,238,213,201
XB-GENE-1013825,35,51,78,49,48,60
XB-GENE-1013834,11,6,6,8,10,13
XB-GENE-1013949,1,2,7,14,5,22
XB-GENE-1013959,1,0,0,0,0,0
XB-GENE-1014000,126,115,294,133,127,123
XB-GENE-1014011,77,86,103,114,118,98
XB-GENE-1014019,499,339,749,525,350,449
XB-GENE-1014024,0,0,0,0,0,0
XB-GENE-1014034,0,0,1,1,0,0
XB-GENE-1014049,31,42,40,41,43,24
XB-GENE-1014058,61,90,99,78,106,62
XB-GENE-1014081,283,442,527,491,409,374
XB-GENE-1014093,185,140,290,257,175,248
XB-GENE-1014118,22,15,20,38,30,22
XB-GENE-1014142,227,169,353,229,278,177
XB-GENE-1014149,240,333,592,293,339,254
XB-GENE-1014165,261,222,312,211,220,140
XB-GENE-1014175,236,303,440,263,312,249
XB-GENE-1014194,0,0,0,0,0,0
XB-GENE-1014207,124,138,149,119,166,81
XB-GENE-1014221,791,1025,1215,1055,1224,928
XB-GENE-1014316,81,103,118,112,114,83
XB-GENE-1014327,96,113,157,115,118,83
XB-GENE-1014349,2,4,4,3,3,3
XB-GENE-1014358,377,384,751,348,490,305
XB-GENE-1014380,1319,1304,1476,1293,1247,999
XB-GENE-1014393,12,48,62,36,41,36
XB-GENE-1014407,873,846,737,828,1016,447
XB-GENE-1014421,176,206,240,229,255,145
XB-GENE-1014433,60,61,87,79,79,61
XB-GENE-1014454,77,93,107,124,100,73
XB-GENE-1014494,57,46,179,85,62,103
XB-GENE-1014508,130,151,228,200,214,208
XB-GENE-1014522,274,161,196,250,199,92
XB-GENE-1014536,38,33,75,47,35,33
XB-GENE-1014547,17,27,51,27,28,29
XB-GENE-1014560,231,296,358,368,288,196
XB-GENE-1014573,100,86,128,107,101,106
XB-GENE-1014607,94,165,211,136,146,151
XB-GENE-1014622,12,9,14,11,7,10
XB-GENE-1014645,778,956,1483,857,1126,722
XB-GENE-1014662,749,906,1322,1266,1084,925
XB-GENE-1014673,583,691,1000,610,697,503
XB-GENE-1014718,189,231,344,286,311,287
XB-GENE-1014730,531,490,568,572,525,307
XB-GENE-1014741,1,0,1,0,0,0
XB-GENE-1014768,1,0,6,2,2,13
XB-GENE-1014781,148,132,219,148,117,130
XB-GENE-1014791,83,68,132,91,74,75
XB-GENE-1014805,13,14,15,11,12,11
XB-GENE-1014818,180,181,240,228,173,158
XB-GENE-1014830,64,74,126,83,95,77
XB-GENE-1014842,180,127,252,168,146,118
XB-GENE-1014852,33,28,39,34,38,32
XB-GENE-1014884,28,34,60,35,46,36
XB-GENE-1014892,173,191,267,258,186,181
XB-GENE-1014915,614,651,837,656,856,492
XB-GENE-1014925,89,86,121,115,75,97
XB-GENE-1014939,55,50,79,65,44,38
XB-GENE-1014951,424,321,591,380,350,291
XB-GENE-1014965,81,93,170,139,99,137
XB-GENE-1014980,32,40,59,35,36,46
XB-GENE-1015032,41,28,44,49,40,45
XB-GENE-1015043,177,121,297,159,151,133
XB-GENE-1015062,59,72,126,66,64,82
XB-GENE-1015074,26,45,66,39,32,28
XB-GENE-1015108,301,365,369,434,354,301
XB-GENE-1015120,1225,1018,1468,1483,1286,904
XB-GENE-1015131,84,78,130,63,57,42
XB-GENE-1015173,116,88,136,142,96,110
XB-GENE-1015186,194,205,305,255,265,184
XB-GENE-1015203,54,76,52,79,90,34
XB-GENE-1015236,2122,2062,2322,1833,1995,1107
XB-GENE-1015264,457,558,879,613,659,497
XB-GENE-1015278,3253,3704,3499,4298,4172,3395
XB-GENE-1015296,81,86,95,73,97,53
XB-GENE-1015309,757,1039,1246,1043,1152,818
XB-GENE-1015323,126,133,186,173,158,134
XB-GENE-1015351,64,68,139,110,94,99
XB-GENE-1015374,70,71,143,94,101,85
XB-GENE-1015396,50,33,68,94,71,99
XB-GENE-1015459,103,102,153,125,111,120
XB-GENE-1015477,27,29,40,27,37,20
XB-GENE-1015509,1035,1331,1749,1048,1490,1024
XB-GENE-1015570,867,499,1078,891,543,651
XB-GENE-1015586,386,378,402,449,441,233
XB-GENE-1015613,412,372,452,481,399,313
XB-GENE-1015624,47,36,38,44,37,29
XB-GENE-1015636,0,4,3,1,2,8
XB-GENE-1015649,191,188,266,208,217,161
XB-GENE-1015667,12,15,16,31,16,16
XB-GENE-1015683,421,462,318,405,503,209
XB-GENE-1015694,33,33,76,35,36,46
XB-GENE-1015713,96,100,172,119,115,100
XB-GENE-1015735,112,152,184,153,179,100
XB-GENE-1015774,261,257,537,262,250,217
XB-GENE-1015806,2,2,1,11,6,3
XB-GENE-1015829,133,192,301,212,205,193
XB-GENE-1015859,7,4,8,9,10,8
XB-GENE-1015877,235,204,237,293,238,104
XB-GENE-1015887,24,23,15,37,29,9
XB-GENE-1015898,38,48,73,51,61,49
XB-GENE-1015909,24,23,57,26,28,29
XB-GENE-1015951,148,144,164,175,154,88
XB-GENE-1015962,1,0,1,6,3,6
XB-GENE-1015984,0,0,0,0,0,6
XB-GENE-1015996,37,58,53,65,61,63
XB-GENE-1016019,61,60,84,95,65,48
XB-GENE-1016038,729,664,773,979,684,477
XB-GENE-1016064,256,224,179,375,281,182
XB-GENE-1016078,443,457,481,519,463,300
XB-GENE-1016093,151,145,195,186,169,139
XB-GENE-1016111,104,182,218,234,184,191
XB-GENE-1016124,6,8,8,9,7,11
XB-GENE-1016154,83,85,167,125,105,100
XB-GENE-1016191,273,277,463,279,236,209
XB-GENE-1016206,55,71,28,29,61,20
XB-GENE-1016221,1620,1653,2581,2312,2037,1992
XB-GENE-1016244,308,226,262,302,319,144
XB-GENE-1016264,71,103,143,120,135,113
XB-GENE-1016275,55,73,86,62,67,45
XB-GENE-1016297,0,0,0,0,0,0
XB-GENE-1016316,891,927,1222,1131,999,714
XB-GENE-1016328,108,115,155,126,129,103
XB-GENE-1016337,12,12,16,23,10,8
XB-GENE-1016356,398,352,399,428,389,235
XB-GENE-1016427,10,7,6,9,6,8
XB-GENE-1016441,23,24,41,21,28,24
XB-GENE-1016454,98,99,187,127,131,83
XB-GENE-1016466,42,51,89,60,56,51
XB-GENE-1016477,165,201,298,250,221,250
XB-GENE-1016488,1547,1972,3623,1853,2201,2174
XB-GENE-1016602,240,329,423,321,291,213
XB-GENE-1016666,3,3,3,4,8,2
XB-GENE-1016688,103,147,160,159,151,110
XB-GENE-1016723,198,202,346,226,193,224
XB-GENE-1016747,3,4,7,6,11,2
XB-GENE-1016759,690,768,920,1000,948,703
XB-GENE-1016805,30,53,66,44,49,37
XB-GENE-1016814,133,327,295,163,261,107
XB-GENE-1016826,5,13,1,6,9,3
XB-GENE-1016854,0,1,1,18,3,5
XB-GENE-1016866,194,191,252,236,187,177
XB-GENE-1016887,304,372,515,392,409,313
XB-GENE-1016904,116,126,338,163,139,190
XB-GENE-1016918,193,267,563,304,320,376
XB-GENE-1017001,80,119,146,93,101,76
XB-GENE-1017012,239,291,487,298,308,332
XB-GENE-1017048,224,313,444,335,357,301
XB-GENE-1017079,107,152,232,193,194,194
XB-GENE-1017087,56,91,82,101,98,84
XB-GENE-1017110,54,44,64,97,37,39
XB-GENE-1017121,39,53,104,48,62,55
XB-GENE-1017133,200,183,291,234,220,197
XB-GENE-1017145,1119,1930,1587,2164,2872,1668
XB-GENE-1017162,31,19,32,20,11,28
XB-GENE-1017188,443,437,552,528,459,321
XB-GENE-1017241,12,9,15,15,10,9
XB-GENE-1017287,39,12,35,32,28,31
XB-GENE-1017300,84,90,151,118,86,90
XB-GENE-1017318,62,57,76,78,86,60
XB-GENE-1017467,672,784,1123,974,865,776
XB-GENE-1017482,2,6,4,5,3,3
XB-GENE-1017506,0,0,0,1,0,0
XB-GENE-1018109,59,48,58,70,51,63
XB-GENE-1018122,23,74,44,35,56,49
XB-GENE-1018140,875,717,859,797,691,495
XB-GENE-1018151,2,6,13,2,8,5
XB-GENE-1018177,22,23,43,28,30,27
XB-GENE-1018199,228,241,287,267,264,204
XB-GENE-1018219,9574,9068,9451,12168,11485,4662
XB-GENE-1018237,798,908,745,738,852,377
XB-GENE-1018260,0,0,0,10,2,16
XB-GENE-1018276,0,0,0,1,6,0
XB-GENE-1018301,459,391,456,702,367,359
XB-GENE-1018369,13,15,26,23,22,14
XB-GENE-1018401,0,0,0,0,0,0
XB-GENE-1018436,9,9,9,20,5,14
XB-GENE-1018449,62,64,98,85,62,77
XB-GENE-1018458,198,157,164,227,120,100
XB-GENE-1018471,1,0,0,1,0,0
XB-GENE-1018504,137,126,135,162,113,95
XB-GENE-1018521,0,0,1,0,1,0
XB-GENE-1018562,165,156,224,320,177,263
XB-GENE-1018624,351,327,380,360,327,269
XB-GENE-1019578,1992,1199,932,2848,1571,1177
XB-GENE-1019601,2,0,3,2,1,2
XB-GENE-1019621,26,24,40,15,17,15
XB-GENE-1019634,97,189,375,200,198,276
XB-GENE-1020622,0,0,0,2,0,2
XB-GENE-1020916,204,216,208,229,271,125
XB-GENE-1020935,195,101,199,218,146,158
XB-GENE-1020948,46,76,132,90,78,90
XB-GENE-1020961,26,28,64,46,37,51
XB-GENE-1020972,17,20,38,12,27,18
XB-GENE-1020979,118,154,138,143,170,82
XB-GENE-1020998,37,52,105,63,46,63
XB-GENE-1021446,10,2,3,3,1,2
XB-GENE-1021543,0,0,0,0,0,0
XB-GENE-1021681,218,230,347,256,246,208
XB-GENE-1021710,155,170,332,218,169,201
XB-GENE-1021747,42,40,97,43,41,28
XB-GENE-1021778,352,291,348,315,331,182
XB-GENE-1021791,956,1105,1352,1165,1239,901
XB-GENE-1021810,0,0,0,0,0,0
XB-GENE-1022412,0,0,0,0,0,1
XB-GENE-1022612,30,23,118,44,53,82
XB-GENE-1027621,2,0,0,0,0,1
XB-GENE-1027810,24,9,28,23,7,21
XB-GENE-1029878,0,0,0,0,0,2
XB-GENE-1030672,4,13,59,5,15,20
XB-GENE-1031992,95,122,133,168,142,136
XB-GENE-1032013,52,48,63,48,40,38
XB-GENE-1032912,70,176,152,83,165,85
XB-GENE-1032926,43,55,59,46,50,48
XB-GENE-1032945,39,34,23,44,29,24
XB-GENE-1032962,158,139,208,179,151,136
XB-GENE-1032969,0,1,0,0,0,0
XB-GENE-1032983,89,85,117,96,110,92
XB-GENE-1032994,7,15,65,9,13,11
XB-GENE-1033011,479,586,618,673,694,448
XB-GENE-1033019,0,0,0,0,0,1
XB-GENE-1033041,171,161,183,244,173,90
XB-GENE-1033836,0,1,2,0,0,1
XB-GENE-1033863,28,42,67,51,49,50
XB-GENE-1033872,7,3,10,10,9,15
XB-GENE-1034775,5,7,56,10,16,32
XB-GENE-1034888,203,195,298,224,218,166
XB-GENE-1035091,0,0,0,4,1,2
XB-GENE-1035135,137,121,167,140,136,131
XB-GENE-1113190,57,45,65,69,53,44
XB-GENE-11536385,10,15,2,8,8,2
XB-GENE-1188074,12,4,5,6,3,5
XB-GENE-1188127,10,14,23,35,21,45
XB-GENE-1188142,0,0,1,0,0,0
XB-GENE-1188183,33,16,37,24,16,21
XB-GENE-1188192,23,37,48,33,41,31
XB-GENE-1188226,2,2,8,3,1,10
XB-GENE-1188229,238,212,226,318,287,158
XB-GENE-1188255,6,3,3,6,4,9
XB-GENE-1188271,308,356,450,454,440,338
XB-GENE-1188287,74,110,124,97,82,66
XB-GENE-1188294,62,74,112,72,87,58
XB-GENE-1188330,48,43,50,45,42,31
XB-GENE-1188342,152,139,204,190,175,129
XB-GENE-1188361,1478,1645,1950,1729,1845,1171
XB-GENE-1188371,133,132,199,209,146,186
XB-GENE-1188424,492,469,685,682,553,509
XB-GENE-1188432,358,460,572,611,558,479
XB-GENE-1189632,12,12,30,17,17,15
XB-GENE-1193598,0,0,0,0,0,0
XB-GENE-1193620,18,27,55,30,20,22
XB-GENE-1193652,65,81,109,97,93,75
XB-GENE-1193661,19,10,43,19,29,14
XB-GENE-1193750,98,104,152,136,97,124
XB-GENE-1193823,33,34,23,29,22,15
XB-GENE-1193905,22,27,42,41,37,22
XB-GENE-1193972,52,75,82,77,97,82
XB-GENE-1193996,415,384,328,366,352,188
XB-GENE-1194013,20,20,68,25,28,34
XB-GENE-1194020,116,115,203,92,114,65
XB-GENE-1194114,158,163,150,164,171,66
XB-GENE-1194160,24,40,53,22,35,24
XB-GENE-1194182,50,33,95,53,56,50
XB-GENE-1194377,26,42,26,21,57,17
XB-GENE-1194393,447,320,389,375,356,197
XB-GENE-1194427,1308,1297,2063,1463,1342,961
XB-GENE-1194514,55,57,56,54,43,47
XB-GENE-1214873,0,1,1,0,0,2
XB-GENE-1214880,27,32,46,42,36,15
XB-GENE-1216145,155,132,163,152,155,95
XB-GENE-1216172,71,58,120,65,85,105
XB-GENE-1216193,32,66,73,201,128,257
XB-GENE-1216206,53,47,99,46,61,96
XB-GENE-1217255,198,209,189,225,218,135
XB-GENE-1217270,4,3,5,4,0,1
XB-GENE-1217290,30,21,48,20,25,16
XB-GENE-1217302,0,0,0,1,0,0
XB-GENE-1217323,11,12,11,16,12,12
XB-GENE-1217359,24,24,54,32,34,34
XB-GENE-1217371,228,233,182,239,252,89
XB-GENE-1217387,306,299,339,328,320,268
XB-GENE-1217401,564,628,842,750,727,564
XB-GENE-1217415,168,159,183,174,158,111
XB-GENE-1217444,18,16,39,18,15,20
XB-GENE-1217466,145,87,325,304,202,292
XB-GENE-1217482,240,273,394,283,336,237
XB-GENE-1217490,0,1,0,0,0,0
XB-GENE-1217514,28,28,43,45,26,20
XB-GENE-1217530,0,1,7,313,66,317
XB-GENE-1217537,30,59,91,65,51,54
XB-GENE-1217550,255,266,280,291,294,205
XB-GENE-1217560,727,810,813,787,855,630
XB-GENE-1217575,247,238,253,253,258,221
XB-GENE-1217596,152,159,234,207,166,139
XB-GENE-1217613,21,20,32,25,33,17
XB-GENE-1217667,31,31,35,42,37,23
XB-GENE-1217680,722,534,1737,1106,637,982
XB-GENE-1217712,42,69,90,89,68,49
XB-GENE-1217936,175,160,179,92,176,57
XB-GENE-1218927,453,519,1140,555,654,655
XB-GENE-1218945,374,441,400,476,455,255
XB-GENE-1218962,57,61,44,89,93,31
XB-GENE-1218973,17,23,14,18,24,7
XB-GENE-1218993,1524,2324,775,1034,2547,251
XB-GENE-1219015,68,78,100,99,108,85
XB-GENE-1219036,50,42,63,51,72,42
XB-GENE-1219054,27,19,63,20,24,22
XB-GENE-1219059,125,114,175,132,125,71
XB-GENE-1219070,78,74,86,98,88,51
XB-GENE-1219082,38,55,55,59,51,39
XB-GENE-1219106,80,83,131,95,106,80
XB-GENE-1219119,2,1,3,1,2,8
XB-GENE-1219139,110,140,198,106,161,111
XB-GENE-1219153,103,213,172,182,194,168
XB-GENE-1219165,0,0,0,0,0,29
XB-GENE-1219313,30,18,24,83,23,53
XB-GENE-1219328,44482,44719,56631,48281,51668,31821
XB-GENE-1221139,13,15,28,13,7,18
XB-GENE-1221165,170,104,242,159,143,118
XB-GENE-1221175,187,215,415,235,348,237
XB-GENE-1221188,24,23,52,32,31,32
XB-GENE-1221204,20,13,22,17,15,14
XB-GENE-1221326,145,193,254,141,198,108
XB-GENE-12441431,0,0,0,0,0,0
XB-GENE-12450675,0,0,0,0,0,0
XB-GENE-12563959,531,718,818,664,807,539
XB-GENE-12565220,20,15,20,13,9,14
XB-GENE-13579806,0,0,0,0,0,0
XB-GENE-17329846,8,3,10,12,7,10
XB-GENE-17329864,7,18,59,26,28,22
XB-GENE-17329942,0,1,1,0,2,12
XB-GENE-17329953,40,49,56,52,47,33
XB-GENE-17329963,40,40,58,51,53,48
XB-GENE-17329970,194,265,377,274,242,283
XB-GENE-17329979,88,49,126,99,70,76
XB-GENE-17329990,12,6,3,9,4,8
XB-GENE-17329997,62,67,65,94,65,48
XB-GENE-17330001,90,75,111,100,120,62
XB-GENE-17330002,23,34,44,42,44,35
XB-GENE-17330010,24,24,29,28,29,17
XB-GENE-17330026,0,0,0,0,0,5
XB-GENE-17330098,355,473,1092,268,658,391
XB-GENE-17330100,132,131,186,140,154,94
XB-GENE-17330101,34,11,18,22,17,14
XB-GENE-17330102,168,189,267,166,189,150
XB-GENE-17330103,85,70,102,91,101,65
XB-GENE-17330114,21,21,29,46,33,19
XB-GENE-17330117,0,0,0,13,4,17
XB-GENE-17330129,268,327,411,350,353,283
XB-GENE-17330152,403,374,446,438,409,275
XB-GENE-17330155,63,51,53,53,52,35
XB-GENE-17330164,5,5,7,12,6,5
XB-GENE-17330181,0,0,6,0,0,0
XB-GENE-17330182,1583,1739,2582,2505,2211,2082
XB-GENE-17330188,1,1,0,0,4,0
XB-GENE-17330195,65,94,121,99,144,89
XB-GENE-17330213,79177,100177,93888,79850,113306,35293
XB-GENE-17330218,73,85,96,81,79,55
XB-GENE-17330230,13,21,56,25,26,46
XB-GENE-17330240,63,52,129,74,60,74
XB-GENE-17330242,79,92,137,100,103,93
XB-GENE-17330248,38,61,95,73,75,56
XB-GENE-17330258,0,0,0,0,0,1
XB-GENE-17330260,118,161,160,146,175,131
XB-GENE-17330265,744,714,1029,742,793,455
XB-GENE-17330280,2355,3290,3838,3406,3680,1546
XB-GENE-17330282,89,107,145,110,109,78
XB-GENE-17330297,357,274,589,425,515,340
XB-GENE-17330308,57,71,96,56,73,58
XB-GENE-17330319,432,414,522,630,507,407
XB-GENE-17330320,37,38,53,50,46,59
XB-GENE-17330332,66,72,42,71,77,35
XB-GENE-17330337,972,970,1274,1009,1036,745
XB-GENE-17330339,0,0,1,1,1,0
XB-GENE-17330366,166,224,229,145,195,138
XB-GENE-17330367,1011,1275,1244,934,1123,991
XB-GENE-17330372,183,190,259,230,200,194
XB-GENE-17330398,95,106,169,123,124,122
XB-GENE-17330404,1417,1204,1639,1521,1471,717
XB-GENE-17330407,92,62,35,102,102,111
XB-GENE-17330431,0,0,0,0,0,0
XB-GENE-17330433,0,0,0,2,0,1
XB-GENE-17330463,64,70,61,118,84,77
XB-GENE-17330483,75246,34750,50257,62163,44800,20794
XB-GENE-17330489,673,772,885,804,908,609
XB-GENE-17330499,141,131,181,144,137,116
XB-GENE-17330507,9,13,11,11,11,7
XB-GENE-17330517,83,73,92,85,73,48
XB-GENE-17330524,0,0,0,0,0,1
XB-GENE-17330534,0,0,0,0,0,0
XB-GENE-17330542,44,55,44,66,54,38
XB-GENE-17330548,1560,1385,3245,1593,1374,1496
XB-GENE-17330551,1,0,0,0,0,0
XB-GENE-17330554,1179,1210,1651,1577,1285,1207
XB-GENE-17330562,3805,3118,2578,3685,3846,1214
XB-GENE-17330565,1877,2136,2287,2210,2342,1352
XB-GENE-17330573,42,48,77,54,61,33
XB-GENE-17330585,0,0,0,0,0,0
XB-GENE-17330597,65,67,78,72,87,40
XB-GENE-17330606,379,420,513,414,420,333
XB-GENE-17330623,209,214,221,257,244,139
XB-GENE-17330626,88,110,146,117,120,97
XB-GENE-17330650,384,277,564,153,366,395
XB-GENE-17330653,252,281,415,358,306,277
XB-GENE-17330656,318,265,448,323,257,196
XB-GENE-17330664,4,7,5,3,1,5
XB-GENE-17330673,182,187,286,168,232,158
XB-GENE-17330674,17,22,23,12,22,11
XB-GENE-17330676,904,912,1252,790,794,532
XB-GENE-17330678,132,121,174,137,103,98
XB-GENE-17330683,37532,38655,46763,50425,43127,37165
XB-GENE-17330696,182,177,222,193,205,142
XB-GENE-17330697,938,1243,1730,1492,1464,989
XB-GENE-17330728,38,25,33,40,33,26
XB-GENE-17330737,27,49,98,66,62,57
XB-GENE-17330762,1072,1266,1284,1308,1471,778
XB-GENE-17330768,50,40,66,75,62,52
XB-GENE-17330777,16,15,41,21,13,26
XB-GENE-17330788,60,82,127,90,88,100
XB-GENE-17330832,1116,1128,1258,1219,1251,761
XB-GENE-17330834,102,76,82,88,105,40
XB-GENE-17330846,605,625,820,643,703,445
XB-GENE-17330847,19,25,52,38,43,22
XB-GENE-17330871,28,30,54,31,53,33
XB-GENE-17330875,121,116,149,135,116,87
XB-GENE-17330891,1242,1438,2233,1584,1573,1342
XB-GENE-17330892,505,418,699,481,529,328
XB-GENE-17330896,0,1,0,0,1,0
XB-GENE-17330905,51,54,89,61,74,44
XB-GENE-17330911,14,14,30,22,17,20
XB-GENE-17330923,5,8,13,6,4,7
XB-GENE-17330937,133,132,143,138,136,130
XB-GENE-17330953,0,0,4,5,0,6
XB-GENE-17330955,114,247,345,355,217,369
XB-GENE-17330956,1,1,3,0,3,5
XB-GENE-17330961,88,116,155,107,107,118
XB-GENE-17330980,0,0,0,0,0,2
XB-GENE-17330995,0,0,0,0,0,0
XB-GENE-17331003,12,12,40,18,16,27
XB-GENE-17331006,325,342,311,332,411,140
XB-GENE-17331012,14,17,21,24,14,12
XB-GENE-17331043,254,269,480,240,259,273
XB-GENE-17331046,140,114,148,148,118,72
XB-GENE-17331052,54,75,134,78,116,74
XB-GENE-17331053,283,197,165,356,257,104
XB-GENE-17331094,69,67,155,91,88,69
XB-GENE-17331096,103,104,131,115,116,91
XB-GENE-17331110,248,364,488,419,441,417
XB-GENE-17331132,2,1,0,0,0,2
XB-GENE-17331154,400,396,711,581,499,450
XB-GENE-17331157,29,26,47,28,24,25
XB-GENE-17331162,1,0,1,0,0,2
XB-GENE-17331164,0,0,0,0,0,0
XB-GENE-17331178,76,71,127,95,78,81
XB-GENE-17331179,40,72,91,60,67,58
XB-GENE-17331195,14,16,25,17,16,20
XB-GENE-17331197,12,9,20,13,5,15
XB-GENE-17331201,2,1,11,2,6,2
XB-GENE-17331209,288,1316,1194,484,1518,1022
XB-GENE-17331231,169,240,437,221,332,191
XB-GENE-17331243,46,44,53,80,51,41
XB-GENE-17331244,498,521,669,548,562,447
XB-GENE-17331273,3,0,1,2,2,2
XB-GENE-17331291,302,351,545,382,408,338
XB-GENE-17331300,294,289,371,287,338,246
XB-GENE-17331304,52,30,39,25,21,20
XB-GENE-17331306,58,73,63,93,75,45
XB-GENE-17331319,0,0,0,0,0,0
XB-GENE-17331320,137,137,205,151,113,118
XB-GENE-17331329,25,32,41,31,30,34
XB-GENE-17331345,29,41,43,32,30,29
XB-GENE-17331347,390,363,472,445,438,260
XB-GENE-17331355,370,473,567,537,477,512
XB-GENE-17331362,2,3,11,3,2,5
XB-GENE-17331373,9,17,19,17,19,12
XB-GENE-17331389,0,1,4,1,0,0
XB-GENE-17331414,63,46,98,74,52,79
XB-GENE-17331419,26,16,70,9,15,42
XB-GENE-17331446,2648,3045,4190,3898,3556,3236
XB-GENE-17331460,20,20,48,101,44,80
XB-GENE-17331476,0,0,3,2,1,0
XB-GENE-17331478,121,133,160,122,125,100
XB-GENE-17331494,2164,2702,3175,2535,2876,1715
XB-GENE-17331499,850,830,1094,1037,871,630
XB-GENE-17331504,2790,3082,4565,4177,4102,4015
XB-GENE-17331508,15,10,18,30,19,24
XB-GENE-17331520,22,4,9,19,7,1
XB-GENE-17331529,9,9,17,14,11,8
XB-GENE-17331536,43,44,88,32,60,36
XB-GENE-17331540,183,169,386,185,213,192
XB-GENE-17331542,387,523,470,600,642,347
XB-GENE-17331594,763,907,1845,1125,1168,857
XB-GENE-17331601,76,103,116,102,111,92
XB-GENE-17331604,87,100,113,82,111,98
XB-GENE-17331609,6,9,11,6,12,5
XB-GENE-17331621,0,0,0,0,0,0
XB-GENE-17331648,188,180,155,182,192,99
XB-GENE-17331668,257,255,347,292,267,249
XB-GENE-17331691,102,107,133,140,128,114
XB-GENE-17331692,7,14,24,4,7,11
XB-GENE-17331698,237,184,358,305,233,226
XB-GENE-17331699,36,71,76,79,87,82
XB-GENE-17331708,5832,5839,5612,6475,6166,3079
XB-GENE-17331711,1605,1793,2668,2503,2347,2388
XB-GENE-17331717,30,24,18,32,26,14
XB-GENE-17331720,173,160,191,209,138,136
XB-GENE-17331725,42,81,49,67,57,46
XB-GENE-17331729,119,128,125,148,166,95
XB-GENE-17331731,7,2,5,3,3,2
XB-GENE-17331739,76,58,83,80,56,43
XB-GENE-17331748,106,95,154,119,109,111
XB-GENE-17331753,442,475,470,432,606,311
XB-GENE-17331756,30,38,48,38,26,28
XB-GENE-17331762,21,19,53,18,24,31
XB-GENE-17331772,0,0,0,0,0,0
XB-GENE-17331779,548,705,839,743,803,555
XB-GENE-17331781,161,137,149,187,139,86
XB-GENE-17331783,212,196,235,220,202,141
XB-GENE-17331789,130,133,185,163,147,115
XB-GENE-17331791,1125,1453,1938,1877,1698,1231
XB-GENE-17331796,2277,2563,2230,2676,2540,1957
XB-GENE-17331797,16,96,1330,8,37,118
XB-GENE-17331799,154,143,199,170,152,131
XB-GENE-17331810,311,248,410,179,187,141
XB-GENE-17331872,111,149,149,133,139,93
XB-GENE-17331875,148,154,213,200,204,124
XB-GENE-17331887,30,33,66,66,37,40
XB-GENE-17331898,539,573,1297,875,821,731
XB-GENE-17331903,12,4,9,5,8,9
XB-GENE-17331981,591,618,491,651,695,305
XB-GENE-17331987,2821,3624,6086,3872,3989,3014
XB-GENE-17331993,5,7,9,8,8,3
XB-GENE-17332011,279,207,346,223,268,171
XB-GENE-17332013,72,70,89,78,123,44
XB-GENE-17332019,7,7,3,3,6,2
XB-GENE-17332038,188,272,390,277,266,254
XB-GENE-17332044,0,0,0,0,0,0
XB-GENE-17332047,2,1,3,0,0,7
XB-GENE-17332048,1941,2070,2460,2403,2466,1711
XB-GENE-17332068,30,33,40,38,33,30
XB-GENE-17332072,0,0,0,0,0,0
XB-GENE-17332075,459,579,801,757,644,569
XB-GENE-17332095,671,574,808,635,698,403
XB-GENE-17332105,2,0,0,0,0,0
XB-GENE-17332106,90,88,126,88,98,99
XB-GENE-17332107,265,237,386,307,241,183
XB-GENE-17332114,4,7,12,17,5,15
XB-GENE-17332120,25,23,26,0,42,21
XB-GENE-17332128,189,133,264,183,117,138
XB-GENE-17332139,137,184,242,145,173,130
XB-GENE-17332140,449,579,842,627,619,505
XB-GENE-17332144,78,98,139,91,99,72
XB-GENE-17332148,0,0,0,0,1,4
XB-GENE-17332152,97,114,136,106,105,94
XB-GENE-17332160,1,1,1,0,1,0
XB-GENE-17332177,51,39,55,66,48,26
XB-GENE-17332181,0,0,0,0,0,0
XB-GENE-17332184,0,0,0,6,19,6
XB-GENE-17332198,101,125,178,162,166,171
XB-GENE-17332215,50,72,70,64,56,32
XB-GENE-17332218,26,31,17,17,14,14
