xenbase_gene_id,S14_C_5,S14_C_6,S14_C_A,S14_F_5,S14_F_6,S14_F_A
XB-GENE-6254257,86,94,148,93,99,97
XB-GENE-6254259,0,0,0,0,0,0
XB-GENE-6254260,225,124,204,347,132,236
XB-GENE-6254261,48,29,63,76,25,59
XB-GENE-6254262,1129,736,1727,1671,780,1905
XB-GENE-6254264,44,30,53,56,27,56
XB-GENE-6254265,30,34,81,59,33,40
XB-GENE-6254266,5,0,0,85,17,103
XB-GENE-6254268,0,0,0,0,0,0
XB-GENE-6254269,90,100,184,136,112,164
XB-GENE-6254270,24,15,49,34,16,35
XB-GENE-6254273,34,12,28,63,26,60
XB-GENE-6254275,64,56,74,94,58,55
XB-GENE-6254278,49,44,74,79,35,74
XB-GENE-6254281,6,4,16,10,7,12
XB-GENE-6254282,66,48,98,116,47,86
XB-GENE-6254284,72,56,66,103,58,87
XB-GENE-6254285,91,78,114,144,64,89
XB-GENE-6254286,153,94,242,276,111,267
XB-GENE-6254287,36,25,52,58,24,29
XB-GENE-6254288,41,48,112,50,53,55
XB-GENE-6254289,180,110,158,225,110,183
XB-GENE-6254290,4,5,7,7,1,3
XB-GENE-6254292,42,13,22,68,13,20
XB-GENE-6254295,6,3,6,8,1,7
XB-GENE-6254296,95,92,178,222,90,197
XB-GENE-6254299,7,8,33,18,11,77
XB-GENE-6254301,0,0,0,0,0,0
XB-GENE-6254304,78,49,109,106,40,92
XB-GENE-6254305,95,83,124,136,85,115
XB-GENE-6254307,2,2,5,2,3,4
XB-GENE-6254308,0,0,0,0,0,25
XB-GENE-6254312,53,38,56,84,37,63
XB-GENE-6254313,72,56,117,88,39,88
XB-GENE-6254317,49,45,78,94,44,87
XB-GENE-6254319,290,319,395,462,271,248
XB-GENE-6254320,89,74,109,137,74,85
XB-GENE-6254321,0,0,0,0,0,0
XB-GENE-6254322,34,36,134,44,51,55
XB-GENE-6254323,92,32,96,122,41,153
XB-GENE-6254324,197,127,234,323,118,230
XB-GENE-6254326,34,17,31,36,12,38
XB-GENE-6254329,25,16,38,37,18,27
XB-GENE-6254334,150,114,200,294,102,205
XB-GENE-6254335,157,102,157,228,116,197
XB-GENE-6254336,0,0,1,0,1,0
XB-GENE-6254337,158,125,284,258,119,264
XB-GENE-6254339,343,164,403,445,168,508
XB-GENE-6254342,0,0,0,0,0,0
XB-GENE-6254344,90,110,182,176,100,204
XB-GENE-6254345,0,0,0,0,0,0
XB-GENE-6254347,44,34,61,59,36,50
XB-GENE-6254352,17,6,6,27,7,2
XB-GENE-6254353,0,1,3,4,4,1
XB-GENE-6254355,7,6,14,11,11,10
XB-GENE-6254357,504,382,1043,799,441,765
XB-GENE-6254360,196,131,129,292,83,171
XB-GENE-6254364,40,25,59,76,29,68
XB-GENE-6254365,378,390,520,656,399,388
XB-GENE-6254367,92,82,155,190,114,154
XB-GENE-6254368,4,3,5,14,3,2
XB-GENE-6254369,57,40,96,100,38,89
XB-GENE-6254371,939,882,2684,1426,1074,1376
XB-GENE-6254372,70,54,217,197,86,133
XB-GENE-6254373,18,12,28,21,10,26
XB-GENE-6254377,4,3,3,9,2,2
XB-GENE-6254379,1,0,0,0,0,0
XB-GENE-6254380,19,15,13,21,6,8
XB-GENE-6254381,49,28,88,101,34,66
XB-GENE-6254384,67,69,127,145,54,142
XB-GENE-6254385,8,13,16,7,13,15
XB-GENE-6254391,97,89,181,164,90,165
XB-GENE-6254392,23,11,16,44,7,18
XB-GENE-6254394,2,0,3,50,0,1
XB-GENE-6254396,2,2,1,2,0,2
XB-GENE-6254401,0,3,2,5,10,7
XB-GENE-6254406,287,266,437,508,202,322
XB-GENE-6254407,30,56,72,100,41,77
XB-GENE-6254409,1,0,0,1,0,5
XB-GENE-6254410,39,25,108,303,114,292
XB-GENE-6254411,1850,1582,2902,3340,1800,2623
XB-GENE-6254416,1780,1177,2461,2328,1144,2022
XB-GENE-6254417,15937,11490,17150,29082,11500,24103
XB-GENE-6254418,181,150,174,212,140,195
XB-GENE-6254421,106,39,111,122,85,199
XB-GENE-6254422,19,21,46,36,16,37
XB-GENE-6254423,342,230,328,386,179,239
XB-GENE-6254425,759,414,780,876,434,657
XB-GENE-6254426,0,0,0,19,9,11
XB-GENE-6254427,13,1,1,4,0,1
XB-GENE-6254428,414,150,331,411,153,223
XB-GENE-6254429,69,51,81,92,29,75
XB-GENE-6254430,0,0,0,0,1,1
XB-GENE-6254431,58,78,143,139,65,126
XB-GENE-6254435,681,537,825,1038,526,805
XB-GENE-6254436,132,44,92,222,39,70
XB-GENE-6254437,0,0,0,0,0,0
XB-GENE-6254438,113,83,101,124,58,73
XB-GENE-6254440,11,4,16,15,5,9
XB-GENE-6254442,3,6,1,3,3,0
XB-GENE-6254443,157,180,243,232,163,275
XB-GENE-6254445,458,378,608,849,365,893
XB-GENE-6254449,216,184,287,312,162,287
XB-GENE-6254450,1,0,0,0,0,1
XB-GENE-6254451,1602,1776,2103,2648,1826,2358
XB-GENE-6254452,1,1,0,0,1,3
XB-GENE-6254453,358,257,408,763,417,531
XB-GENE-6254454,177,111,62,242,112,82
XB-GENE-6254455,1941,1514,2545,2644,1429,1723
XB-GENE-6254459,46,30,36,60,28,52
XB-GENE-6254462,80,90,139,110,57,106
XB-GENE-6254463,135,137,305,171,166,232
XB-GENE-6254464,324,255,376,498,160,339
XB-GENE-6254465,1122,935,1237,1807,930,1387
XB-GENE-6254466,107,75,145,212,95,147
XB-GENE-6254467,528,376,731,727,317,601
XB-GENE-6254468,16,13,25,17,14,11
XB-GENE-6254472,1825,1389,3380,2707,835,2137
XB-GENE-6254475,457,353,703,743,309,599
XB-GENE-6254477,0,0,0,0,0,0
XB-GENE-6254478,561,369,877,951,353,1009
XB-GENE-6254480,35,16,35,74,27,75
XB-GENE-6254481,2463,2231,4002,3971,2208,3192
XB-GENE-6254482,213,131,288,370,134,328
XB-GENE-6254488,478,301,617,632,259,416
XB-GENE-6254489,55,69,88,104,38,79
XB-GENE-6254492,225,155,294,290,146,200
XB-GENE-6254495,5,1,2,7,3,2
XB-GENE-6254497,89,42,83,140,48,120
XB-GENE-6254499,559,357,628,783,338,674
XB-GENE-6254502,31,13,27,45,13,36
XB-GENE-6254503,152,65,145,227,83,181
XB-GENE-6254504,27,21,70,63,20,44
XB-GENE-6254505,88,69,136,157,82,103
XB-GENE-6254507,569,421,680,924,360,909
XB-GENE-6254508,1,1,7,5,6,7
XB-GENE-6254510,30,20,40,69,24,51
XB-GENE-6254511,1077,734,1382,1604,720,1581
XB-GENE-6254513,15,6,18,19,9,8
XB-GENE-6254524,418,334,553,808,366,718
XB-GENE-6254529,319,247,387,471,234,331
XB-GENE-6254530,185,111,209,224,96,170
XB-GENE-6254532,310,278,456,618,243,492
XB-GENE-6254535,239,122,276,384,158,321
XB-GENE-6254536,131,76,140,370,97,328
XB-GENE-6254538,398,498,951,584,496,725
XB-GENE-6254542,12,10,13,18,10,13
XB-GENE-6254546,128,95,140,275,108,174
XB-GENE-6254548,318,226,269,410,177,254
XB-GENE-6254551,235,155,263,370,133,354
XB-GENE-6254553,194,124,129,374,162,208
XB-GENE-6254555,0,0,0,1,2,0
XB-GENE-6254556,203,96,154,231,96,149
XB-GENE-6254557,0,0,0,0,1,0
XB-GENE-6254559,183,91,166,227,97,191
XB-GENE-6254561,161,90,156,231,86,175
XB-GENE-6254562,186,97,161,455,117,346
XB-GENE-6254565,113,112,189,205,114,211
XB-GENE-6254566,34,16,28,56,13,21
XB-GENE-6254568,0,0,0,0,0,0
XB-GENE-6254570,1014,871,1563,1802,741,1493
XB-GENE-6254572,0,0,0,0,0,0
XB-GENE-6254573,111,46,112,185,44,117
XB-GENE-6254574,135,98,111,226,97,136
XB-GENE-6254576,0,0,0,0,0,0
XB-GENE-6254577,9,9,5,11,8,4
XB-GENE-6254579,28,29,30,53,22,29
XB-GENE-6254580,277,231,365,396,214,302
XB-GENE-6254581,529,531,948,890,420,826
XB-GENE-6254582,258,202,254,311,141,256
XB-GENE-6254583,65,80,89,103,63,73
XB-GENE-6254584,66,40,125,140,39,141
XB-GENE-6254585,222,187,264,325,169,233
XB-GENE-6254586,11,11,25,11,7,10
XB-GENE-6254587,338,311,466,584,293,484
XB-GENE-6254590,17,6,5,12,7,5
XB-GENE-6254592,12,2,1,8,3,3
XB-GENE-6254593,142,102,185,253,90,194
XB-GENE-6254595,3,2,9,13,4,6
XB-GENE-6254596,7,3,6,13,3,10
XB-GENE-6254601,1561,1298,2076,2026,1247,1619
XB-GENE-6254603,742,879,1108,1358,1024,912
XB-GENE-6254605,108,146,165,237,163,165
XB-GENE-6254610,11,9,15,18,7,16
XB-GENE-6254614,101,111,117,160,109,130
XB-GENE-6254615,14,9,12,19,13,15
XB-GENE-6254617,919,545,1374,1176,582,1321
XB-GENE-6254620,6,8,11,11,12,4
XB-GENE-6254621,2,3,3,7,5,5
XB-GENE-6254627,1461,1751,2842,2032,1742,1740
XB-GENE-6254630,69,79,155,181,91,198
XB-GENE-6254631,25,12,35,32,15,36
XB-GENE-6254632,61,76,130,111,66,111
XB-GENE-6254637,1,0,0,1,0,0
XB-GENE-6254640,75,49,89,143,55,91
XB-GENE-6254643,37,39,68,88,40,74
XB-GENE-6254644,99,46,149,125,61,147
XB-GENE-6254645,218,198,419,294,166,394
XB-GENE-6254646,896,1012,2032,1314,1309,1097
XB-GENE-6254653,0,0,0,0,0,0
XB-GENE-6254654,9,3,9,6,3,4
XB-GENE-6254655,0,0,1,0,0,1
XB-GENE-6254656,0,0,0,0,0,0
XB-GENE-6254657,2,0,0,1,0,0
XB-GENE-6254658,0,0,0,0,1,0
XB-GENE-6254660,0,0,0,0,0,0
XB-GENE-6254662,350,203,325,543,166,363
XB-GENE-6254663,431,295,435,933,318,838
XB-GENE-6254664,33,30,69,41,27,61
XB-GENE-6254665,0,0,0,0,0,0
XB-GENE-6254666,44,26,114,59,61,188
XB-GENE-6254669,699,551,826,1245,548,916
XB-GENE-6254670,93,90,205,131,71,93
XB-GENE-6254671,0,0,0,0,0,0
XB-GENE-6254672,98,88,145,152,75,135
XB-GENE-6254673,636,675,1107,964,644,991
XB-GENE-6254675,277,258,545,474,257,499
XB-GENE-6254676,3910,2430,3943,5952,2521,5183
XB-GENE-6254678,3,1,0,13,1,1
XB-GENE-6254679,146,104,183,229,124,199
XB-GENE-6254680,321,166,374,539,218,397
XB-GENE-6254682,73,39,80,119,32,65
XB-GENE-6254683,477,278,835,640,271,788
XB-GENE-6254684,94,79,140,139,67,127
XB-GENE-6254690,1,2,5,21,7,20
XB-GENE-6254691,2,1,6,4,2,4
XB-GENE-6254692,123,114,257,213,135,268
XB-GENE-6254693,49,39,24,58,40,28
XB-GENE-6254695,2357,1300,1644,3302,661,606
XB-GENE-6254697,256,256,455,395,212,264
XB-GENE-6254700,272,182,352,462,194,418
XB-GENE-6254706,203,140,235,278,132,214
XB-GENE-6254707,71,25,65,292,59,179
XB-GENE-6254709,1745,2204,3610,3658,2047,3129
XB-GENE-6254710,165,58,160,269,45,157
XB-GENE-6254711,1307,1192,1999,2240,991,1680
XB-GENE-6254712,2594,2512,4472,4477,2306,3654
XB-GENE-6254713,18,9,20,20,11,25
XB-GENE-6254714,0,0,3,1,0,0
XB-GENE-6254719,307,319,562,453,282,345
XB-GENE-6254720,0,0,0,0,0,0
XB-GENE-6254721,65,67,121,129,81,155
XB-GENE-6254722,111,120,143,221,102,115
XB-GENE-6254727,102,56,96,199,45,87
XB-GENE-6254729,796,655,910,1283,618,812
XB-GENE-6254732,145,134,214,265,110,221
XB-GENE-6254733,558,550,729,848,478,503
XB-GENE-6254734,30,31,61,65,38,41
XB-GENE-6254735,129,116,160,314,95,190
XB-GENE-6254736,214,213,459,269,228,266
XB-GENE-6254737,215,194,379,225,193,180
XB-GENE-6254738,0,0,0,0,0,0
XB-GENE-6254740,196,179,236,314,106,213
XB-GENE-6254741,454,293,628,715,268,614
XB-GENE-6254829,4,3,4,6,7,7
XB-GENE-6254831,118,122,204,176,88,193
XB-GENE-6254832,213,167,358,354,171,328
XB-GENE-6254837,218,252,408,437,245,305
XB-GENE-6254838,267,200,353,530,164,433
XB-GENE-6254843,155,84,118,174,63,135
XB-GENE-6254849,739,766,1345,1359,750,1142
XB-GENE-6254850,75,57,117,123,62,82
XB-GENE-6254851,17,13,17,31,16,23
XB-GENE-6254852,272,262,410,433,253,362
XB-GENE-6254853,680,489,1117,976,592,1134
XB-GENE-6254856,73,31,70,102,27,71
XB-GENE-6254859,0,0,0,0,0,0
XB-GENE-6254864,0,1,0,1,0,0
XB-GENE-6254869,608,448,852,932,382,743
XB-GENE-6254870,212,157,267,344,142,239
XB-GENE-6254872,15,13,14,20,7,10
XB-GENE-6254873,63,52,97,105,35,76
XB-GENE-6254875,0,0,0,0,0,0
XB-GENE-6254876,1,4,2,2,4,6
XB-GENE-6254878,7,5,8,11,2,5
XB-GENE-6254881,1,0,0,3,2,1
XB-GENE-6254884,148,123,188,202,110,144
XB-GENE-6254887,4,5,10,10,7,8
XB-GENE-6254889,47,32,40,60,23,21
XB-GENE-6254892,151,79,144,250,98,177
XB-GENE-6254896,1597,1263,2012,2895,1172,2010
XB-GENE-6254897,35,38,82,47,42,77
XB-GENE-6254899,217,156,200,296,155,191
XB-GENE-6254900,180,135,198,269,103,179
XB-GENE-6254901,443,292,474,625,314,471
XB-GENE-6254902,103,69,94,125,64,67
XB-GENE-6254904,5,2,3,7,1,8
XB-GENE-6254907,179,31,39,351,55,135
XB-GENE-6254908,22,23,49,40,20,28
XB-GENE-6254910,9,10,7,9,16,8
XB-GENE-6254911,576,362,812,1067,332,1138
XB-GENE-6254919,108,99,115,199,112,112
XB-GENE-6254922,0,0,0,0,0,0
XB-GENE-6254925,140,93,102,207,77,91
XB-GENE-6254926,10,20,35,29,7,22
XB-GENE-6254935,278,238,352,470,240,448
XB-GENE-6254936,35,36,52,71,32,39
XB-GENE-6254937,11,8,17,21,10,22
XB-GENE-6254939,234,173,335,408,204,373
XB-GENE-6254940,133,88,251,229,103,273
XB-GENE-6254941,653,475,586,862,367,527
XB-GENE-6254942,399,328,580,498,350,543
XB-GENE-6254943,1630,1057,1716,2568,1001,1586
XB-GENE-6254944,0,2,0,0,0,1
XB-GENE-6254945,1039,898,1973,1680,942,2062
XB-GENE-6254946,132,92,58,232,128,175
XB-GENE-6254947,404,319,608,559,305,419
XB-GENE-6254948,889,443,666,1698,474,1176
XB-GENE-6254949,18633,13837,35170,29178,12876,29874
XB-GENE-6254950,436,212,378,660,177,323
XB-GENE-6254951,11459,12383,20051,11988,12600,9555
XB-GENE-6254952,54,73,97,120,55,68
XB-GENE-6254956,39,37,68,54,31,34
XB-GENE-6254957,127,108,170,207,109,187
XB-GENE-6254961,134,133,214,252,121,185
XB-GENE-6254962,0,0,0,0,0,0
XB-GENE-6254965,0,0,0,0,0,0
XB-GENE-6254968,305,155,192,382,126,222
XB-GENE-6254971,55,58,95,85,52,66
XB-GENE-6254972,84,58,150,174,79,281
XB-GENE-6254974,57,27,144,135,38,215
XB-GENE-6254975,3261,2743,4516,6118,2523,5033
XB-GENE-6254976,443,173,354,552,179,480
XB-GENE-6254981,244,200,299,314,171,224
XB-GENE-6254984,88,80,125,107,79,110
XB-GENE-6254987,77,45,97,145,55,95
XB-GENE-6254992,164,128,226,201,131,199
XB-GENE-6254995,14,2,6,18,3,11
XB-GENE-6254997,152,99,242,200,108,156
XB-GENE-6254998,9,2,8,19,7,20
XB-GENE-6254999,52,41,69,115,42,71
XB-GENE-6255000,64,68,189,95,77,101
XB-GENE-6255001,34,24,50,66,22,71
XB-GENE-6255003,39,22,60,42,27,40
XB-GENE-6255004,2,0,0,3,0,0
XB-GENE-6255005,365,333,716,397,302,348
XB-GENE-6255006,0,0,0,1,0,0
XB-GENE-6255008,115,88,121,198,90,144
XB-GENE-6255010,34,31,43,71,29,40
XB-GENE-6255011,40,70,145,72,63,64
XB-GENE-6255012,83,82,95,151,64,101
XB-GENE-6255013,32,11,47,26,14,37
XB-GENE-6255014,37,38,64,38,40,41
XB-GENE-6255016,41,42,85,53,37,68
XB-GENE-6255018,29,35,76,59,33,64
XB-GENE-6255019,30,29,95,67,21,94
XB-GENE-6255020,9,14,30,18,7,21
XB-GENE-6255021,1,1,3,2,4,3
XB-GENE-6255023,66,76,136,158,64,132
XB-GENE-6255024,4,7,11,5,3,14
XB-GENE-6255027,22,22,45,21,27,37
XB-GENE-6255059,15,10,31,31,13,33
XB-GENE-6255064,6,7,114,3,12,97
XB-GENE-6255067,0,1,7,1,3,3
XB-GENE-6255068,19,18,29,26,13,30
XB-GENE-6255069,23,20,47,39,23,40
XB-GENE-6255070,155,79,183,210,89,180
XB-GENE-6255071,0,0,0,0,0,0
XB-GENE-6255073,56,29,57,74,21,46
XB-GENE-6255074,310,244,350,465,176,299
XB-GENE-6255075,77,73,128,148,80,159
XB-GENE-6255076,183,123,169,239,107,111
XB-GENE-6255082,1,1,5,0,0,1
XB-GENE-6255083,28,25,49,37,44,61
XB-GENE-6255084,0,0,0,1,0,0
XB-GENE-6255086,588,410,708,784,401,607
XB-GENE-6255087,1119,814,1366,1786,813,1236
XB-GENE-6255088,435,362,514,699,349,503
XB-GENE-6255089,10,8,7,11,7,10
XB-GENE-6255095,98,50,89,158,44,97
XB-GENE-6255097,158,86,175,186,94,142
XB-GENE-6255099,62,51,81,94,46,74
XB-GENE-6255100,56,67,74,96,49,70
XB-GENE-6255101,168,152,327,231,114,200
XB-GENE-6255102,233,197,268,376,186,284
XB-GENE-6255104,389,247,398,556,255,291
XB-GENE-6255107,596,489,677,787,459,641
XB-GENE-6255108,100,78,52,183,66,96
XB-GENE-6255109,73,49,76,105,42,64
XB-GENE-6255110,135,130,275,208,106,197
XB-GENE-6255111,24,7,19,28,12,16
XB-GENE-6255113,207,257,281,314,235,192
XB-GENE-6255116,35,19,49,53,28,39
XB-GENE-6255117,348,288,606,415,359,320
XB-GENE-6255118,308,316,417,467,246,427
XB-GENE-6255120,81,117,174,108,126,80
XB-GENE-6255121,90,82,138,163,77,164
XB-GENE-6255124,2,0,3,2,1,2
XB-GENE-6255127,90,122,209,140,130,113
XB-GENE-6255131,11,7,15,23,17,20
XB-GENE-6255138,197,131,245,298,131,239
XB-GENE-6255141,49,40,81,62,53,61
XB-GENE-6255145,348,297,472,523,274,500
XB-GENE-6255146,146,82,171,175,82,174
XB-GENE-6255154,5,2,5,3,1,9
XB-GENE-6255156,72,57,119,114,43,53
XB-GENE-6255157,94,65,172,113,59,97
XB-GENE-6255160,2,4,2,3,2,3
XB-GENE-6255163,4,1,8,7,2,6
XB-GENE-6255166,182,157,257,307,147,239
XB-GENE-6255168,237,203,585,220,220,262
XB-GENE-6255169,24,21,28,38,9,18
XB-GENE-6255171,76,70,229,100,85,98
XB-GENE-6255172,181,192,446,298,153,346
XB-GENE-6255173,123,105,182,192,90,129
XB-GENE-6255174,391,574,632,491,403,340
XB-GENE-6255176,43,40,143,64,58,75
XB-GENE-6255183,514,363,579,963,373,655
XB-GENE-6255185,130,113,142,202,93,164
XB-GENE-6255186,478,407,955,794,357,660
XB-GENE-6255187,104,74,217,151,121,139
XB-GENE-6255194,378,291,413,704,304,515
XB-GENE-6255195,1052,965,2644,1353,1005,1836
XB-GENE-6255196,0,1,9,15,2,33
XB-GENE-6255198,481,281,404,808,284,547
XB-GENE-6255201,444,56,0,555,297,4
XB-GENE-6255203,132,98,143,185,108,145
XB-GENE-6255205,0,0,0,0,0,0
XB-GENE-6255206,0,0,0,1,0,0
XB-GENE-6255207,1184,1065,1878,2392,1283,2256
XB-GENE-6255208,327,267,540,435,181,377
XB-GENE-6255209,239,213,381,355,189,345
XB-GENE-6255213,107,67,185,167,119,182
XB-GENE-6255218,771,601,995,1203,553,865
XB-GENE-6255222,52,81,75,118,96,71
XB-GENE-6255225,24,70,153,41,57,129
XB-GENE-6255227,28,21,61,78,22,80
XB-GENE-6255228,2,6,17,29,19,44
XB-GENE-6255229,150,163,214,196,131,145
XB-GENE-6255230,7,5,18,14,8,10
XB-GENE-6255231,14,19,16,22,22,13
XB-GENE-6255234,316,175,287,528,161,398
XB-GENE-6255238,318,315,432,433,339,321
XB-GENE-6255242,4,1,2,3,2,4
XB-GENE-6255244,5,5,2,5,2,8
XB-GENE-6255245,55,18,43,62,28,33
XB-GENE-6255248,592,456,833,976,504,949
XB-GENE-6255249,0,0,0,0,0,0
XB-GENE-6255251,2,2,4,6,3,3
XB-GENE-6255252,123,69,129,185,67,124
XB-GENE-6255254,52,40,84,84,44,67
XB-GENE-6255255,572,341,442,826,331,531
XB-GENE-6255262,119,76,126,184,83,172
XB-GENE-6255263,15,25,41,21,21,44
XB-GENE-6255266,36,19,45,108,29,100
XB-GENE-6255271,0,0,0,0,0,0
XB-GENE-6255277,127,103,98,211,109,79
XB-GENE-6255280,46,21,36,141,29,157
XB-GENE-6255285,7,4,19,0,12,9
XB-GENE-6255286,69,66,158,98,76,71
XB-GENE-6255288,182,118,180,283,117,208
XB-GENE-6255290,97,69,114,179,62,108
XB-GENE-6255292,0,0,0,0,0,0
XB-GENE-6255293,11,4,24,17,6,14
XB-GENE-6255294,94,89,137,112,81,79
XB-GENE-6255295,461,370,534,706,324,573
XB-GENE-6255297,127,87,186,180,78,168
XB-GENE-6255300,2534,2119,3883,3856,2186,3639
XB-GENE-6255301,0,1,3,0,0,1
XB-GENE-6255302,57,43,91,92,40,76
XB-GENE-6255305,37,25,65,63,34,57
XB-GENE-6255306,50,20,57,111,34,134
XB-GENE-6255310,0,1,1,0,0,0
XB-GENE-6255312,0,0,0,0,0,0
XB-GENE-6255313,26,37,53,63,24,77
XB-GENE-6255314,40,24,55,62,21,55
XB-GENE-6255315,413,368,758,544,480,588
XB-GENE-6255316,206,173,290,374,168,247
XB-GENE-6255319,424,336,482,689,344,514
XB-GENE-6255320,221,228,359,397,189,293
XB-GENE-6255325,71,60,100,142,55,64
XB-GENE-6255326,1067,1308,1945,1925,1151,1339
XB-GENE-6255327,288,216,379,621,236,561
XB-GENE-6255328,98,61,111,119,70,81
XB-GENE-6255333,103,96,93,179,58,110
XB-GENE-6255335,94,124,156,216,101,151
XB-GENE-6255336,369,334,602,550,289,430
XB-GENE-6255337,107,84,190,123,97,116
XB-GENE-6255338,0,0,0,0,0,0
XB-GENE-6255342,2,3,5,9,6,5
XB-GENE-6255343,147,137,208,242,117,237
XB-GENE-6255345,58,48,85,113,49,76
XB-GENE-6255346,84,46,88,89,29,74
XB-GENE-6255349,136,94,175,230,88,176
XB-GENE-6255350,86,65,116,154,58,140
XB-GENE-6255351,33,31,47,73,19,53
XB-GENE-6255354,226,209,336,403,204,296
XB-GENE-6255356,81,63,125,103,48,89
XB-GENE-6255358,98,63,87,110,68,83
XB-GENE-6255359,5,0,3,15,19,12
XB-GENE-6255360,0,0,0,0,0,0
XB-GENE-6255361,206,142,280,401,147,288
XB-GENE-6255362,262,183,351,414,201,354
XB-GENE-6255363,108,94,144,198,95,152
XB-GENE-6255364,47,49,63,75,41,73
XB-GENE-6255366,33,25,37,68,34,67
XB-GENE-6255368,91,70,93,138,48,70
XB-GENE-6255369,71,110,176,172,160,167
XB-GENE-6255370,51,29,70,78,23,82
XB-GENE-6255373,75,88,85,163,73,106
XB-GENE-6255374,535,589,870,756,489,723
XB-GENE-6255375,3,7,10,6,9,2
XB-GENE-6255376,61,57,73,126,42,91
XB-GENE-6255377,41,21,51,47,32,47
XB-GENE-6255378,129,79,138,184,61,103
XB-GENE-6255379,48,54,86,80,69,58
XB-GENE-6255380,13,14,23,20,15,20
XB-GENE-6255385,521,304,551,695,281,615
XB-GENE-6255394,117,78,105,202,73,174
XB-GENE-6255395,149,128,197,240,101,200
XB-GENE-6255398,9,7,11,16,5,10
XB-GENE-6255400,780,634,1121,872,450,599
XB-GENE-6255401,37,19,37,51,11,36
XB-GENE-6255407,483,527,1018,540,546,505
XB-GENE-6255409,527,346,419,819,450,426
XB-GENE-6255411,23,27,54,31,28,33
XB-GENE-6255413,213,223,469,478,222,455
XB-GENE-6255414,725,425,755,1308,573,782
XB-GENE-6255415,1024,839,1291,1630,801,1207
XB-GENE-6255417,834,538,969,1227,546,1199
XB-GENE-6255419,284,246,612,469,252,477
XB-GENE-6255422,110,111,259,147,90,153
XB-GENE-6255423,86,62,102,141,51,89
XB-GENE-6255426,86,101,179,170,94,103
XB-GENE-6255427,54,36,44,89,29,86
XB-GENE-6255430,0,0,0,0,0,1
XB-GENE-6255431,7,6,7,11,5,10
XB-GENE-6255435,2,0,0,2,5,8
XB-GENE-6255439,4,4,14,12,7,9
XB-GENE-6255443,4332,4901,6347,6182,4902,4843
XB-GENE-6255445,86,40,96,97,62,56
XB-GENE-6255446,451,316,462,727,303,580
XB-GENE-6255452,4,0,0,17,22,10
XB-GENE-6255453,641,539,1033,783,430,956
XB-GENE-6255456,1512,1079,1952,1974,1099,1955
XB-GENE-6255465,131,98,165,188,117,168
XB-GENE-6255466,44,49,104,64,52,66
XB-GENE-6255468,0,0,0,0,0,0
XB-GENE-6255469,226,155,335,268,137,274
XB-GENE-6255472,13,16,35,36,16,34
XB-GENE-6255475,0,0,0,0,1,0
XB-GENE-6255479,189,115,193,304,119,212
XB-GENE-6255480,344,639,1189,413,587,608
XB-GENE-6255481,94,76,93,144,91,98
XB-GENE-6255483,25,4,10,89,34,58
XB-GENE-6255484,34224,32085,54065,40379,29546,32884
XB-GENE-6255485,870,673,1174,1108,733,1062
XB-GENE-6255486,31,29,49,61,27,45
XB-GENE-6255487,19,11,25,23,11,18
XB-GENE-6255488,2,2,0,5,2,4
XB-GENE-6255489,385,189,431,788,225,638
XB-GENE-6255495,0,0,0,0,0,0
XB-GENE-6255497,221,247,803,291,283,357
XB-GENE-6255498,75,56,85,133,55,104
XB-GENE-6255499,39,12,29,30,28,48
XB-GENE-6255502,117,116,183,160,82,110
XB-GENE-6255504,669,843,1205,1092,1441,1392
XB-GENE-6255506,298,220,271,570,216,403
XB-GENE-6255507,144,136,222,310,126,254
XB-GENE-6255508,32,29,51,31,24,39
XB-GENE-6255518,4,3,6,4,2,4
XB-GENE-6255521,234,190,190,607,125,244
XB-GENE-6255522,20,17,38,32,23,43
XB-GENE-6255523,368,275,430,546,272,428
XB-GENE-6255524,0,0,0,0,0,0
XB-GENE-6255526,0,0,0,0,1,0
XB-GENE-6255528,225,219,457,569,181,440
XB-GENE-6255529,0,0,0,0,0,0
XB-GENE-6255530,116,50,114,125,53,133
XB-GENE-6255531,95,89,143,127,48,83
XB-GENE-6255533,44,46,51,79,46,67
XB-GENE-6255534,70,59,121,95,53,138
XB-GENE-6255538,106,105,176,181,154,188
XB-GENE-6255540,340,198,350,449,177,342
XB-GENE-6255541,22,11,26,17,11,22
XB-GENE-6255546,0,0,0,0,0,0
XB-GENE-6255548,688,422,982,796,494,770
XB-GENE-6255556,973,881,1552,1635,759,1454
XB-GENE-6255557,1135,696,909,1355,505,429
XB-GENE-6255558,61,74,153,80,56,110
XB-GENE-6255559,1,2,0,0,1,0
XB-GENE-6255560,212,205,190,224,192,179
XB-GENE-6255563,816,814,1188,1584,710,1049
XB-GENE-6255568,382,207,400,456,193,486
XB-GENE-6255570,17,19,23,26,14,27
XB-GENE-6255573,182,123,278,361,129,342
XB-GENE-6255574,18,34,75,35,18,48
XB-GENE-6255579,100,82,131,141,88,135
XB-GENE-6255584,388,280,459,853,329,802
XB-GENE-6255585,470,458,641,744,495,466
XB-GENE-6255587,348,200,460,544,177,476
XB-GENE-6255591,199,164,118,268,156,118
XB-GENE-6255595,138,103,160,225,97,176
XB-GENE-6255596,140,144,215,285,143,259
XB-GENE-6255600,704,519,859,839,559,754
XB-GENE-6255604,211,179,306,292,140,248
