xenbase_gene_id,min,lowerq,sd,mean,median,upperq,max,total,n_zero
XB-GENE-6255445,48,69,19.826749607537792,78.5,81.5,88,105,471,0
XB-GENE-6255446,222,268,117.63446207071577,360.3333333333333,353.5,446.5,516,2162,0
XB-GENE-6255452,0,3.25,6.5038450166036395,7.5,7,10,18,45,1
XB-GENE-6255453,239,317.25,178.8288753715872,418.8333333333333,345.5,513.25,706,2513,0
XB-GENE-6255456,408,478,207.6708934829337,643,665.5,720.25,965,3858,0
XB-GENE-6255465,81,96.5,29.87752778706208,118.33333333333333,118.5,136.75,160,710,0
XB-GENE-6255466,28,32.5,17.010780895263647,47.166666666666664,47,60.75,68,283,0
XB-GENE-6255468,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-6255469,87,105.5,29.91097903223274,124.66666666666667,119.5,150,161,748,0
XB-GENE-6255472,33,42.75,19.72815247305231,57,57.5,66.25,87,342,0
XB-GENE-6255475,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-6255479,48,84.75,36.262469119830584,104.16666666666667,114.5,122.5,148,625,0
XB-GENE-6255480,392,599.5,271.31881615545944,783.5,839.5,971.5,1095,4701,0
XB-GENE-6255481,53,69.75,24.359118758006552,83.83333333333333,81.5,94.75,122,503,0
XB-GENE-6255483,8,19,37.65855369855123,44.833333333333336,31,69.25,102,269,0
XB-GENE-6255484,53160,60563.5,15224.384291874225,70973.33333333333,67962.5,81480.75,92671,425840,0
XB-GENE-6255485,428,630.75,279.6016213591521,783.3333333333334,727.5,939,1209,4700,0
XB-GENE-6255486,28,31.75,11.331372379372237,40,40,43,59,240,0
XB-GENE-6255487,71,86.5,20.91331314418322,97.16666666666667,91,111.25,127,583,0
XB-GENE-6255488,0,0,2.7325202042558927,1.6666666666666667,0.5,1.75,7,10,3
XB-GENE-6255489,107,152.5,94.17572227844428,216.33333333333334,203.5,264.25,364,1298,0
XB-GENE-6255495,0,0,0,0,0,0,0,0,6
XB-GENE-6255497,381,500.25,208.26401513463625,662.5,750.5,784.75,880,3975,0
XB-GENE-6255498,29,35.5,20.185803592293933,49.333333333333336,46.5,54.5,85,296,0
XB-GENE-6255499,42,64.5,34.36083041293774,83.33333333333333,78.5,94.75,141,500,0
XB-GENE-6255502,125,147.5,44.151632661393926,172.16666666666666,153.5,207.5,230,1033,0
XB-GENE-6255504,945,1096.25,695.4964893273485,1567.1666666666667,1336,1818,2791,9403,0
XB-GENE-6255506,74,91,48.48676795442925,119.16666666666667,101,134.25,206,715,0
XB-GENE-6255507,60,85.75,39.209267611964734,111.83333333333333,112.5,134.75,167,671,0
XB-GENE-6255508,9,12.25,5.776388721914988,16.833333333333332,18.5,21.75,22,101,0
XB-GENE-6255518,5,7.5,2.250925735484551,8.666666666666666,9.5,10,11,52,0
XB-GENE-6255521,106,134.5,46.69760878960149,170.66666666666666,195.5,202.5,208,1024,0
XB-GENE-6255522,47,62,26.884940022250372,77,66.5,96.5,115,462,0
XB-GENE-6255523,313,329.75,90.98571316421057,406,393,478.75,521,2436,0
XB-GENE-6255524,0,0,0,0,0,0,0,0,6
XB-GENE-6255526,0,0,0,0,0,0,0,0,6
XB-GENE-6255528,114,171,80.61368783690935,203.83333333333334,175.5,225.75,346,1223,0
XB-GENE-6255529,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-6255530,81,91.5,23.286619906432676,108.33333333333333,104.5,129.5,135,650,0
XB-GENE-6255531,47,55.25,36.64423556304593,79,68.5,87,146,474,0
XB-GENE-6255533,39,48.75,22.657596224371787,64.16666666666667,62,72.25,102,385,0
XB-GENE-6255534,106,143.25,85.32682266829504,191.33333333333334,168.5,209.5,347,1148,0
XB-GENE-6255538,105,162.5,77.71336221440086,211.16666666666666,213.5,254.75,321,1267,0
XB-GENE-6255540,157,186.75,66.9377820566731,221.33333333333334,193.5,243,340,1328,0
XB-GENE-6255541,14,17.25,8.549853799919621,22.5,19.5,26.25,37,135,0
XB-GENE-6255546,0,0,0,0,0,0,0,0,6
XB-GENE-6255548,147,258.25,143.23512139136827,310.5,270.5,329.25,572,1863,0
XB-GENE-6255556,494,528.5,262.9973383895738,744,670.5,954.25,1099,4464,0
XB-GENE-6255557,451,632.25,361.1607675260423,805.5,751,781.25,1496,4833,0
XB-GENE-6255558,20,21.5,8.841191473249896,29.166666666666668,28.5,36.25,40,175,0
XB-GENE-6255559,0,0.25,1.2110601416389966,1.3333333333333333,1.5,2,3,8,2
XB-GENE-6255560,71,124,77.56739005535766,168.5,155,210,288,1011,0
XB-GENE-6255563,346,392.75,139.6830937038075,484.8333333333333,430,580.5,692,2909,0
XB-GENE-6255568,155,247.5,104.87452820712313,297.6666666666667,275,381.25,426,1786,0
XB-GENE-6255570,20,26.25,9.826834010334492,31.833333333333332,29,38.5,46,191,0
XB-GENE-6255573,152,250,93.39093460645239,299.6666666666667,331.5,347,408,1798,0
XB-GENE-6255574,11,14.25,15.857700547893653,25.333333333333332,18.5,36.25,49,152,0
XB-GENE-6255579,89,95,43.80867494001616,126,109.5,145,201,756,0
XB-GENE-6255584,139,204.5,123.86188544773032,262.1666666666667,223,277.5,494,1573,0
XB-GENE-6255585,377,397.75,163.69809609970014,519.6666666666666,460,614.5,778,3118,0
XB-GENE-6255587,124,160.75,49.11618877722497,183,164,217.5,251,1098,0
XB-GENE-6255591,166,175.75,30.05605873474875,201.16666666666666,204.5,219,242,1207,0
XB-GENE-6255595,46,61.5,32.88566050221079,82.66666666666667,72.5,109,126,496,0
XB-GENE-6255596,165,186.5,55.51726458198987,224.83333333333334,211,257.25,311,1349,0
XB-GENE-6255600,443,588.25,178.09707090984585,695.1666666666666,707.5,811,919,4171,0
XB-GENE-6255604,134,198,66.93105905830765,225.16666666666666,206.5,275,311,1351,0
XB-GENE-6255605,157,181,85.52426556247063,253,259,298,377,1518,0
XB-GENE-6255606,81,91,39.087935052477086,117.33333333333333,106,130.75,186,704,0
XB-GENE-6255609,66,72.75,25.568861270433352,92.83333333333333,89,107.5,132,557,0
XB-GENE-6255610,47,61.25,65.01897159034942,102.66666666666667,85.5,112.75,223,616,0
XB-GENE-6255612,51,88.75,78.16563609839471,123.33333333333333,103,118.75,275,740,0
XB-GENE-6255615,0,0.5,25.45911755475171,12.166666666666666,2,4.25,64,73,2
XB-GENE-6255616,28,42.25,14.13742079258684,49.333333333333336,50,57.75,68,296,0
XB-GENE-6255619,919,1034,263.30033548529076,1229.3333333333333,1201,1444.5,1551,7376,0
XB-GENE-6255621,95,137,52.197381798962546,166.16666666666666,159.5,207.5,230,997,0
XB-GENE-6255622,12,14.5,6.2742861479746574,19.833333333333332,21,24.5,27,119,0
XB-GENE-6255653,36,48.5,16.14930339054908,59,63.5,66.5,80,354,0
XB-GENE-6255655,0,0,0.816496580927726,0.3333333333333333,0,0,2,2,5
XB-GENE-6255656,0,0,0,0,0,0,0,0,6
XB-GENE-6255657,29,42.5,18.471599822430107,53,54.5,57.5,83,318,0
XB-GENE-6255661,350,458.75,147.1494704940071,540.1666666666666,521.5,612,768,3241,0
XB-GENE-6255663,30,37.5,29.864136797615075,57.666666666666664,51,65.25,111,346,0
XB-GENE-6255665,0,32.25,63.17911047173741,73,62,104.5,173,438,1
XB-GENE-6255668,0,0,5.019960159204453,3,0,4.5,12,18,4
XB-GENE-6255669,52,82.75,76.65681096071415,131.66666666666666,120,149.75,268,790,0
XB-GENE-6255670,0,0,0.5163977794943222,0.3333333333333333,0,0.75,1,2,4
XB-GENE-6255672,11,11,4.4907311951024935,14.833333333333334,13.5,18.25,21,89,0
XB-GENE-6255674,34,45.5,82.98835259641359,96.66666666666667,57.5,122,246,580,0
XB-GENE-6255676,0,0,0.5477225575051661,0.5,0.5,1,1,3,3
XB-GENE-6255683,254,352.25,149.05793057287045,440.6666666666667,427.5,504.25,678,2644,0
XB-GENE-6255684,472,489.75,163.08208567058082,631.1666666666666,612,730.5,872,3787,0
XB-GENE-6255688,0,0,0.8366600265340756,0.5,0,0.75,2,3,4
XB-GENE-6255689,198,265.25,76.0282842105489,300.5,288,337.75,417,1803,0
XB-GENE-6255690,0,0,0.5477225575051661,0.5,0.5,1,1,3,3
XB-GENE-6255691,18,23.75,10.327955589886445,31.666666666666668,33.5,38.75,44,190,0
XB-GENE-6255696,24,26.25,14.25482374496437,38,35,49,57,228,0
XB-GENE-6255697,105,116,32.54330448289888,139.66666666666666,133.5,157.75,190,838,0
