xenbase_gene_id,min,lowerq,sd,mean,median,upperq,max,total,n_zero
XB-GENE-17339964,32,45.5,19.79646433078392,57.5,60,62.5,89,345,0
XB-GENE-17339973,0,1,1.834847859269718,2.1666666666666665,2,3,5,13,1
XB-GENE-17339986,999,1224,384.87179683629716,1461.5,1365,1741.5,1996,8769,0
XB-GENE-17339992,1232,1333.75,234.2747674562215,1504.6666666666667,1519.5,1583.75,1880,9028,0
XB-GENE-17340017,9,10.5,3.0166206257996713,12.5,12,14.25,17,75,0
XB-GENE-17340021,67,92.5,25.6001302080022,107.16666666666667,114,125,134,643,0
XB-GENE-17340027,103,110.25,32.28260625579457,134.16666666666666,122.5,161,177,805,0
XB-GENE-17340043,85,119.5,69.63906949407064,162,143.5,197.5,273,972,0
XB-GENE-17340049,17,19.25,17.026450011673013,28.5,21.5,28.25,62,171,0
XB-GENE-17340062,71,91.25,39.493881382647956,113.16666666666667,96,143.5,167,679,0
XB-GENE-17340079,87,101,32.95249105404122,125.66666666666667,121,156,163,754,0
XB-GENE-17340086,47,51,23.87188024992306,72.33333333333333,72,90,103,434,0
XB-GENE-17340099,9,11.5,7.730890418746515,16.166666666666668,13.5,18.5,30,97,0
XB-GENE-17340121,132,143,79.75629546729628,196.33333333333334,169.5,214.75,343,1178,0
XB-GENE-17340139,66,99.25,26.65833203084294,108.33333333333333,106,129.25,138,650,0
XB-GENE-17340158,546,663.75,337.64399397392907,906.3333333333334,821,1133.5,1401,5438,0
XB-GENE-17340165,474,536.25,214.93479631429312,692.8333333333334,631.5,859.5,980,4157,0
XB-GENE-17340181,749,828.25,177.0138412667213,958.5,935.5,1092.25,1194,5751,0
XB-GENE-17340188,1121,1400.25,304.4790085813251,1566.6666666666667,1587,1733.25,1985,9400,0
XB-GENE-17340201,2532,3265.75,1169.5856388767206,3905.8333333333335,3674.5,4325.5,5882,23435,0
XB-GENE-17340211,11,15.25,11.68617416722285,22.833333333333332,20,27,43,137,0
XB-GENE-17340220,37,42.5,25.09714459189863,63.333333333333336,64.5,73,103,380,0
XB-GENE-17340239,0,0,0,0,0,0,0,0,6
XB-GENE-17340240,9,18.5,9.77070451229934,21.666666666666668,21,22,39,130,0
XB-GENE-17340253,6,11.25,4.926120853842978,13.666666666666666,15,15.75,20,82,0
XB-GENE-17340255,54,67.5,31.020423379874536,84.33333333333333,70,101,134,506,0
XB-GENE-17340269,136,144,55.22559792946263,185.33333333333334,163,227,264,1112,0
XB-GENE-17340274,174,190.25,32.63995506532854,214.16666666666666,211,243.75,251,1285,0
XB-GENE-17340304,4,4.25,4.070217029430577,7.833333333333333,7,11.25,13,47,0
XB-GENE-17340318,726,1042.25,369.0689185865787,1207.6666666666667,1109,1421,1757,7246,0
XB-GENE-17340340,297,440.75,174.52268238445876,535.1666666666666,530.5,614.25,800,3211,0
XB-GENE-17340342,1,3.5,2.857738033247041,5.166666666666667,5.5,6.75,9,31,0
XB-GENE-17340362,70,260.5,150.51201502427196,306.3333333333333,288.5,406.5,494,1838,0
XB-GENE-17340367,368,534.75,309.97897778182744,701.8333333333334,584.5,869.75,1191,4211,0
XB-GENE-17340370,24,36,13.948715592005835,44.166666666666664,46,51.5,63,265,0
XB-GENE-17340374,16,19,15.753306531222792,28.166666666666668,22,30.25,58,169,0
XB-GENE-17340382,5,10,5.932958789676531,13,12.5,15.75,22,78,0
XB-GENE-17340389,0,2,1.9748417658131499,2.5,2,2.75,6,15,1
XB-GENE-17340390,115,127.25,43.74814281772427,165.5,169,200.25,216,993,0
XB-GENE-17340391,68,80.5,45.77226234303915,115.5,107,141,187,693,0
XB-GENE-17340404,1784,2109.75,1202.4603111953425,3005,2861,3481,4977,18030,0
XB-GENE-17340415,220,249.25,138.72370621731048,347.3333333333333,325.5,374,599,2084,0
XB-GENE-17340429,517,592,210.6764501947635,731.8333333333334,654.5,876,1044,4391,0
XB-GENE-17340443,450,490.75,203.4440135926016,638.6666666666666,582,728.75,980,3832,0
XB-GENE-17340448,54,63,37.91569595827037,89,78.5,101.5,156,534,0
XB-GENE-17340458,0,0,1.5491933384829668,1,0.5,1,4,6,3
XB-GENE-17340471,2270,3025.25,1179.2622552539644,3773.6666666666665,3575,4774.25,5206,22642,0
XB-GENE-17340475,0,0.25,5.84522597225006,3.1666666666666665,1,1.75,15,19,2
XB-GENE-17340479,129,164.75,52.65896568170198,186.83333333333334,176.5,189,285,1121,0
XB-GENE-17340488,324,352.5,109.38449006448157,440.8333333333333,445.5,480.75,616,2645,0
XB-GENE-17340490,97,99.75,36.506163863106735,127.5,118.5,139.5,191,765,0
XB-GENE-17340497,0,1,1.834847859269718,1.8333333333333333,1,2.5,5,11,1
XB-GENE-17340500,9,21,6.794605703546503,21.833333333333332,24.5,25,28,131,0
XB-GENE-17340509,0,0,0.5477225575051661,0.5,0.5,1,1,3,3
XB-GENE-17340510,37,40,12.843935014888025,50.166666666666664,47,60.75,67,301,0
XB-GENE-17340512,30,39,25.943528415901078,50.666666666666664,39.5,51.25,101,304,0
XB-GENE-17340516,3,4.25,1.8708286933869707,5.5,5.5,6.75,8,33,0
XB-GENE-17340519,0,0,0,0,0,0,0,0,6
XB-GENE-17340531,581,735.5,205.0691753205895,848.1666666666666,860.5,896.25,1185,5089,0
XB-GENE-17340555,2480,2864.75,1061.8328336732984,3556.8333333333335,3184.5,4213,5178,21341,0
XB-GENE-17340565,98,117.5,43.6608138571267,151.66666666666666,153,182.5,208,910,0
XB-GENE-17340568,8,18.5,22.027255843613386,30,24.5,32.75,71,180,0
XB-GENE-17340572,42,45.25,24.704250646396865,64.5,59.5,74.5,106,387,0
XB-GENE-17340606,2,4.25,17.904375629065278,13.833333333333334,6,13.75,49,83,0
XB-GENE-17340626,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-17340631,0,1,1.2110601416389966,1.6666666666666667,1.5,2.75,3,10,1
XB-GENE-17340634,7,7.25,3.8297084310253524,9.333333333333334,8,8.75,17,56,0
XB-GENE-17340653,871,963,656.1582126286312,1471,1416.5,1615,2629,8826,0
XB-GENE-17340657,423,500.75,121.20464787567623,576.1666666666666,576.5,623,767,3457,0
XB-GENE-17340658,0,0,2.857738033247041,1.8333333333333333,0,3.75,6,11,4
XB-GENE-17340659,68,97,58.60602926889576,132.33333333333334,111.5,174.75,215,794,0
XB-GENE-17340666,1366,1605.75,601.6289277176312,2086.8333333333335,2089,2518.25,2871,12521,0
XB-GENE-17340690,1,2.5,1.6431676725154984,3.5,4,4.75,5,21,0
XB-GENE-17340709,53,66,29.709706606876257,78.33333333333333,70,74,137,470,0
XB-GENE-17340716,2,4,2.756809750418044,5,4,5.5,10,30,0
XB-GENE-17340719,452,565.5,233.89997862334232,740,742,878.75,1073,4440,0
XB-GENE-17340747,96,133,60.952440476161414,174,175,214,252,1044,0
XB-GENE-17340751,2,4.5,3.2041639575194445,6.333333333333333,6,9,10,38,0
XB-GENE-17340763,21,24.25,6.377042156569663,28.666666666666668,28.5,32,38,172,0
XB-GENE-17340765,99,123.25,37.89678966174664,148.16666666666666,144.5,177,197,889,0
XB-GENE-17340767,57,73.25,25.07123185379344,90.83333333333333,92,110,121,545,0
XB-GENE-17340768,201,279.5,110.55089325735908,340.5,310,438,472,2043,0
XB-GENE-17340799,27,41.5,31.87266331304409,67.66666666666667,75,92.75,100,406,0
XB-GENE-17340805,0,0,0,0,0,0,0,0,6
XB-GENE-17340806,46,50,14.878395970892383,61.833333333333336,59.5,74.25,80,371,0
XB-GENE-17340816,2,3.25,2.857738033247041,5.166666666666667,5,6,10,31,0
XB-GENE-17340818,0,0,0.8366600265340756,0.5,0,0.75,2,3,4
XB-GENE-17340842,17,19,10.21110506589109,24.666666666666668,20,26.25,44,148,0
XB-GENE-17340844,95,106.75,60.24173525610519,152.66666666666666,142,175.75,255,916,0
XB-GENE-17340858,5,7.75,4.215052391924289,10.833333333333334,11.5,14.5,15,65,0
XB-GENE-17340885,336,357.5,107.52007564481467,435.8333333333333,399,498.25,606,2615,0
XB-GENE-17340890,1605,2209.25,1077.7295424486917,2984.8333333333335,2959.5,3824.5,4313,17909,0
XB-GENE-17340892,20,20.75,10.443498775155128,28.333333333333332,23.5,35.25,44,170,0
XB-GENE-17340893,158,176.25,60.00916596654214,223.5,216,273.75,295,1341,0
XB-GENE-17340895,179,190.75,41.50020080272705,220.33333333333334,212,236.25,291,1322,0
XB-GENE-17340904,621,649.75,273.77466403351985,862.8333333333334,788.5,986.5,1323,5177,0
XB-GENE-17340908,0,0.25,5.75325994545701,3.5,1.5,2.75,15,21,2
XB-GENE-17340911,86,94.25,66.0022726881431,137.5,122.5,139.5,264,825,0
XB-GENE-17340914,19,20,26.778100505201387,40.666666666666664,35,47.75,88,244,0
XB-GENE-17340930,11,13,10.98483803552272,21.666666666666668,18.5,30,37,130,0
XB-GENE-17340948,35,59.75,21.611725212640167,67.66666666666667,64.5,82.75,95,406,0
XB-GENE-17340952,182,199.75,68.09601065162823,253.66666666666666,238.5,315.5,335,1522,0
XB-GENE-17340956,2,2,3.6147844564602556,3.6666666666666665,2,2.75,11,22,0
XB-GENE-17340961,44,48.25,30.230227697896467,69.66666666666667,55.5,92.75,112,418,0
XB-GENE-17340971,140,188.25,68.61681037957584,226.33333333333334,209.5,281,313,1358,0
XB-GENE-17340972,401,494.25,125.01306598378693,583.6666666666666,636.5,674.5,694,3502,0
XB-GENE-17340977,1402,1810.5,548.2364453408767,2066,1923,2271,2988,12396,0
XB-GENE-17340986,0,0,0,0,0,0,0,0,6
XB-GENE-17340990,12,13.75,6.0332412515993425,18,16.5,20.75,28,108,0
XB-GENE-17340998,58,66,35.103656029916124,88.33333333333333,72.5,106,146,530,0
XB-GENE-17341001,0,0.75,10.411532067856296,9,5,17.5,23,54,2
XB-GENE-17341008,1096,1128,323.8539279778256,1294.8333333333333,1170,1248.75,1944,7769,0
XB-GENE-17341051,0,0,2.041241452319315,1.1666666666666667,0,1.5,5,7,4
XB-GENE-17341053,28,45.25,15.152557539900648,51,51,57.5,73,306,0
XB-GENE-17341062,3,6.25,4.08248290463863,8.666666666666666,8.5,11.5,14,52,0
XB-GENE-17341064,50,78.75,36.269362644891714,94.33333333333333,91,98,159,566,0
XB-GENE-17341085,183,216.5,65.78981684121031,252.5,241.5,261.25,373,1515,0
XB-GENE-17341094,0,0,0,0,0,0,0,0,6
XB-GENE-17341101,0,0,0,0,0,0,0,0,6
XB-GENE-17341116,15,22.75,10.894952959971878,30.5,33,38.75,42,183,0
XB-GENE-17341123,378,416.75,180.846896572764,520,477.5,507.5,873,3120,0
XB-GENE-17341129,56,118.75,59.28574870911221,144,145,167.5,233,864,0
XB-GENE-17341130,87,115.75,61.22635598062869,166.66666666666666,191.5,203.5,232,1000,0
XB-GENE-17341138,34,49.5,20.820662813657012,59.5,57.5,63.25,96,357,0
XB-GENE-17341140,0,0.25,0.752772652709081,0.8333333333333334,1,1,2,5,2
XB-GENE-17341157,22,27,14.56594201096059,38.166666666666664,37.5,45.75,60,229,0
XB-GENE-17341180,24,30.25,14.642404174178502,40,38.5,44.5,65,240,0
XB-GENE-17341189,418,470.5,148.65082127814387,588.3333333333334,596.5,656.5,814,3530,0
XB-GENE-17341192,11116,14860.5,8757.02112402766,21130.166666666668,19668,26675.25,34060,126781,0
XB-GENE-17341197,428,542.75,162.39088644379032,623,590.5,673.5,901,3738,0
XB-GENE-17341215,13,18,13.42261772780059,26.166666666666668,21.5,31.75,49,157,0
XB-GENE-17341223,98,124.5,50.15841571129083,155.66666666666666,143,187,230,934,0
XB-GENE-17341236,181,230.25,70.00761863302212,278.3333333333333,288.5,334,352,1670,0
XB-GENE-17341241,51,62.25,32.30892549539007,82.33333333333333,74.5,89.75,141,494,0
XB-GENE-17341242,21,22.25,5.913261931173578,26.833333333333332,25.5,30.25,36,161,0
XB-GENE-17341243,94,119.75,56.13792538620096,162.33333333333334,163.5,194.5,243,974,0
XB-GENE-17341264,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-17341270,105,122,39.6585425854254,150,148.5,164.5,215,900,0
XB-GENE-17341287,16,17.75,16.024980499208105,28,24,28,59,168,0
XB-GENE-17341299,814,875.75,390.73093896781023,1160.6666666666667,1088,1256,1857,6964,0
XB-GENE-17341301,0,0,0.816496580927726,0.3333333333333333,0,0,2,2,5
XB-GENE-17341302,2,3,5.718391382198319,5.5,3,4.5,17,33,0
XB-GENE-17341311,80,91.5,43.679133080530185,121.66666666666667,106,149,188,730,0
XB-GENE-17341318,108,110.75,44.68109219793089,140,115.5,162.25,214,840,0
XB-GENE-17341330,2,3.5,2.0976176963403033,5,5.5,6.75,7,30,0
XB-GENE-17341341,48,51,3.970726214015097,53.166666666666664,52.5,55.5,59,319,0
XB-GENE-17341390,52,97.5,63.094902065592166,128.16666666666666,116,146.5,237,769,0
XB-GENE-17341394,20,29.75,13.991664185030553,39.833333333333336,47,48.5,52,239,0
XB-GENE-17341420,100,167.25,108.19796670917619,213,189.5,214,417,1278,0
XB-GENE-17341422,0,0.25,6.369196704975178,4.166666666666667,1,5.5,16,25,2
XB-GENE-17341424,10,10.75,7.808115436305144,17.833333333333332,17.5,23.5,28,107,0
XB-GENE-17341435,7,10.25,6.2182527020592095,14.333333333333334,13.5,17.5,24,86,0
XB-GENE-17341445,318,353.25,114.34407141022514,429.8333333333333,389.5,498.5,606,2579,0
XB-GENE-17341456,0,1.25,5.865151319446072,5,3.5,5.75,16,30,1
XB-GENE-17341465,4,7,4.03732584763727,9.5,9.5,12.75,14,57,0
XB-GENE-17341467,29,33.75,10.691117808723277,40.5,39,43.5,59,243,0
XB-GENE-17341472,63,90,33.851144736921384,110.5,110.5,134,154,663,0
XB-GENE-17341478,3,6.25,3.0767948691238205,7.666666666666667,7.5,10.25,11,46,0
XB-GENE-17341490,21,32.75,16.132782359737785,43.333333333333336,43.5,57.25,61,260,0
XB-GENE-17341495,28,39.75,20.222924285737378,52.833333333333336,49.5,66,82,317,0
XB-GENE-17341499,771,923.75,301.1688894955785,1163.5,1228.5,1359.25,1528,6981,0
XB-GENE-17341506,12,21,13.063945294843617,28.666666666666668,29,32.5,50,172,0
XB-GENE-17341523,0,0.25,0.8944271909999159,1,1,1.75,2,6,2
XB-GENE-17341540,1,2.25,2.160246899469287,3.6666666666666665,3.5,4.75,7,22,0
XB-GENE-17341564,57,69.5,25.28570083400234,87.83333333333333,85,109.5,118,527,0
XB-GENE-17341576,73,103.25,84.33188404551784,157.66666666666666,137,187.25,303,946,0
XB-GENE-17341582,68,83,61.80533957515321,126.5,106,159,227,759,0
XB-GENE-17341589,50,68.75,27.298351598585583,82,71.5,101.25,120,492,0
XB-GENE-17341598,153,163.75,82.69320810481757,206.16666666666666,177.5,192.75,372,1237,0
XB-GENE-17341640,42,65.75,26.89795531262553,80.5,79.5,98.5,116,483,0
XB-GENE-17341646,124,173,86.81935268130027,217,178.5,272.5,346,1302,0
XB-GENE-17341657,73,86.5,54.81483983983413,130.33333333333334,125.5,158.5,215,782,0
XB-GENE-17341679,274,283.5,97.35587638487297,358.1666666666667,321.5,424,503,2149,0
XB-GENE-17341684,217,252.75,74.90260342604921,297,285.5,313,430,1782,0
XB-GENE-17341706,0,0,0.5477225575051661,0.5,0.5,1,1,3,3
XB-GENE-17341723,75,93.25,32.73377460666582,110.5,105.5,114.75,170,663,0
XB-GENE-17341728,97,100,38.85700280086804,134.33333333333334,128,166.5,183,806,0
XB-GENE-17341732,54,69.5,29.913207785190806,85,78,89.5,140,510,0
XB-GENE-17341736,307,382.5,162.82710667043946,493.6666666666667,464,592.75,736,2962,0
XB-GENE-17341746,95,170.25,103.79531139057615,225.66666666666666,202,284.75,383,1354,0
XB-GENE-17341753,2683,3065,916.2546953040222,3618.3333333333335,3389,3887,5239,21710,0
XB-GENE-17341758,63,74.75,39.199064614690315,107.16666666666667,106.5,135.25,158,643,0
XB-GENE-17341763,120,143.75,59.04122853283684,184.66666666666666,176,212,279,1108,0
XB-GENE-17341777,148,214.25,91.47549763005756,262.8333333333333,240,324.25,391,1577,0
XB-GENE-17341778,52,74.75,55.561377472725304,110.66666666666667,92.5,144,197,664,0
XB-GENE-17341802,53,59.25,22.94340863951998,74,63.5,90.25,107,444,0
XB-GENE-17341803,65,87.25,35.97452802562761,108.16666666666667,103,121.75,168,649,0
XB-GENE-17341804,40,54.5,19.3597520645281,64,59,73.25,95,384,0
XB-GENE-17341809,102,114.5,86.47870643497546,169.16666666666666,136,186,331,1015,0
XB-GENE-17341811,9,14.5,11.125046816380895,20.833333333333332,17.5,25,40,125,0
XB-GENE-17341812,3776,5306.5,2431.3220820505594,7172.333333333333,8377.5,8797.25,9283,43034,0
XB-GENE-17341844,0,1.25,1.6020819787597222,2.1666666666666665,2,3.5,4,13,1
XB-GENE-17341853,0,2.25,11.72461797529739,9.666666666666666,5,13,31,58,1
XB-GENE-17341857,0,0.5,1.6733200530681511,2,2.5,3,4,12,2
XB-GENE-17341865,0,1.25,1.1690451944500122,1.8333333333333333,2,2.75,3,11,1
XB-GENE-17341884,154,179.25,73.030815413769,225.5,195,273,336,1353,0
XB-GENE-17341887,101,107.25,73.42388348941145,156.33333333333334,116,205.75,265,938,0
XB-GENE-17341908,74,85,60.04137462339338,122.16666666666667,109,121.75,238,733,0
XB-GENE-17341910,38,39,11.267948645013727,48.833333333333336,48,57.75,62,293,0
XB-GENE-17341921,152,185.25,71.35661613800549,244.83333333333334,269,292.75,321,1469,0
XB-GENE-17341930,61,80,30.540137524248316,94.5,85.5,102.25,149,567,0
XB-GENE-17341933,277,385.5,174.1762517298689,487.1666666666667,440,616.75,723,2923,0
XB-GENE-17341940,422,436.5,143.41187770427757,540.1666666666666,470.5,660.5,729,3241,0
XB-GENE-17341945,898,1409,452.8076854471443,1635,1790,1923.5,2082,9810,0
XB-GENE-17341967,21,22,12.464616587230699,32.166666666666664,28,43,48,193,0
XB-GENE-17341970,363,501,176.80695687670212,575.5,501.5,717.25,797,3453,0
XB-GENE-17341979,525,621,139.62903232016853,681.3333333333334,660,686.25,940,4088,0
XB-GENE-17341989,508,642.25,239.24018614494236,783.3333333333334,737.5,875.5,1185,4700,0
XB-GENE-17341991,20,39.25,15.197587527850157,44.166666666666664,45,50,66,265,0
XB-GENE-17341994,67,150.5,61.13727722647343,164.83333333333334,157.5,199.75,245,989,0
XB-GENE-17342000,102,147.75,75.21613302122535,182.66666666666666,161.5,196.25,320,1096,0
XB-GENE-17342009,20,27.5,11.201190412927845,31.666666666666668,29,31.25,53,190,0
XB-GENE-17342025,100,117.75,46.816307700059674,156.83333333333334,167,181.75,219,941,0
XB-GENE-17342029,6,9.25,9.9079092984679,16.166666666666668,13.5,21.5,32,97,0
XB-GENE-17342063,209,244.25,109.92982610132096,320.1666666666667,289.5,375.25,500,1921,0
XB-GENE-17342064,270,313.75,68.75875701804583,364.8333333333333,380.5,420.25,433,2189,0
XB-GENE-17342068,51,74.25,28.521337042057947,91.66666666666667,92.5,112.25,127,550,0
XB-GENE-17342071,155,175.75,77.50204298382505,211.83333333333334,180.5,207,365,1271,0
XB-GENE-17342092,169,190.75,75.83578750607569,250.33333333333334,248,284.25,369,1502,0
XB-GENE-17342099,66,99.5,33.64322616317684,119.33333333333333,134.5,141,150,716,0
XB-GENE-17342101,1150,1678.75,619.0880389734565,2011,1935,2463.5,2813,12066,0
XB-GENE-17342105,0,2,2.401388487243717,3.1666666666666665,2.5,5.25,6,19,1
XB-GENE-17342129,577,691.5,506.36376910938907,1046.6666666666667,903.5,1238.5,1925,6280,0
XB-GENE-17342135,266,398.75,169.23287702650057,491.1666666666667,506.5,534.75,761,2947,0
XB-GENE-17342156,121,148.75,29.628814803610805,164.33333333333334,163.5,186.5,200,986,0
XB-GENE-17342168,26,47.5,34.2325381277326,67.33333333333333,60.5,84,122,404,0
XB-GENE-17342169,32,33.5,15.46178083749303,45.666666666666664,42,52,72,274,0
XB-GENE-17342176,635,731.5,272.196742571741,924.6666666666666,915.5,993.75,1392,5548,0
XB-GENE-17342178,133,144.75,72.16578136485462,205.5,196,252.5,309,1233,0
XB-GENE-17342180,57,83.25,39.107117851698895,104.16666666666667,105.5,108.25,172,625,0
XB-GENE-17342196,127,130.25,19.491023574969066,145.5,139,163.5,169,873,0
XB-GENE-17342197,68,74,26.023066690918657,92,84,102.25,137,552,0
XB-GENE-17342203,0,0,0,0,0,0,0,0,6
XB-GENE-17342204,38,65.75,51.29392426658996,95.33333333333333,88.5,106.75,186,572,0
XB-GENE-17342208,20,27.25,15.458546719102241,37.166666666666664,32,50.25,57,223,0
XB-GENE-17342209,0,0,0,0,0,0,0,0,6
XB-GENE-17342210,0,0,0,0,0,0,0,0,6
XB-GENE-17342234,130,164.25,56.94090503905489,193.33333333333334,185.5,200,297,1160,0
XB-GENE-17342236,487,561,142.06395273490975,665.1666666666666,667.5,763.5,848,3991,0
XB-GENE-17342241,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-17342250,36,36.5,14.570518178843194,47.5,40.5,59.5,67,285,0
XB-GENE-17342251,10,18.25,15.440207252495027,25,19.5,26.75,54,150,0
XB-GENE-17342252,7,16,11.651895410904901,22.166666666666668,20.5,28,40,133,0
XB-GENE-17342256,123,129.25,69.9475994346244,188.33333333333334,169.5,248.75,277,1130,0
XB-GENE-17342268,55,67.75,32.76380116327571,91.33333333333333,83.5,116.5,136,548,0
XB-GENE-17342272,46,74,35.57339830079025,89.33333333333333,80.5,100.5,150,536,0
XB-GENE-17342281,0,0.5,46.36234103954056,37.333333333333336,20.5,63,112,224,2
XB-GENE-17342282,5,13.5,7.9435508432942,16.5,16,19.25,29,99,0
XB-GENE-17342291,24,28.75,24.190907382733705,48,41.5,69.25,78,288,0
XB-GENE-17342298,91,105.75,33.510694810264184,130.83333333333334,128,159.25,170,785,0
XB-GENE-17342306,93,128.5,46.03766573868257,145.66666666666666,131,155.25,228,874,0
XB-GENE-17342307,1787,1949,918.8398482144028,2705.6666666666665,2678.5,3050.25,4210,16234,0
XB-GENE-17342323,756,1004.5,421.42160204083825,1275.1666666666667,1189.5,1625.75,1802,7651,0
XB-GENE-17342324,12,23.25,26.04355326499567,42.333333333333336,38,64,75,254,0
XB-GENE-17342328,0,0.25,1.378404875209022,1.5,1.5,2.75,3,9,2
XB-GENE-17342334,13,15.75,7.305249254246338,21.166666666666668,21.5,23.5,33,127,0
XB-GENE-17342339,2,3,1.7224014243685084,3.8333333333333335,3.5,4,7,23,0
XB-GENE-17342357,8,10.25,7.756717518813397,16.166666666666668,15.5,20,28,97,0
XB-GENE-17342376,74,106.25,50.71094556404958,134,122.5,155.25,218,804,0
XB-GENE-17342380,4,6,1.9748417658131499,6.5,6,6.75,10,39,0
XB-GENE-17342409,1138,1322,350.33893113193494,1578.8333333333333,1655.5,1708.5,2087,9473,0
XB-GENE-17342432,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-17342444,184,203.75,108.53018013437553,282,235,372.75,426,1692,0
XB-GENE-17342450,2,2.5,5.621387729022079,6,4.5,5.75,17,36,0
XB-GENE-17342475,20,21.5,2.065591117977289,22.666666666666668,23,23,26,136,0
XB-GENE-17342507,37,51.25,18.16314950662467,60.5,55.5,74.75,84,363,0
XB-GENE-17342525,97,116.5,51.246138065874455,154.83333333333334,148.5,188,228,929,0
XB-GENE-17342536,11,46,87.43321260634694,103.16666666666667,85,135.25,253,619,0
XB-GENE-17342556,174,195.75,121.95477303765797,298.1666666666667,276,394.5,460,1789,0
XB-GENE-17342557,63,70.75,64.54765681262178,112,84.5,128.25,231,672,0
XB-GENE-17342564,30,40,18.62704127516409,53.166666666666664,52.5,64.25,80,319,0
XB-GENE-17342566,0,0,0,0,0,0,0,0,6
XB-GENE-17342582,116,235,133.09908589718663,296.8333333333333,306,320.75,516,1781,0
XB-GENE-17342583,4,10.25,6.968978882638881,13.166666666666666,12.5,14.75,25,79,0
XB-GENE-17342592,5,15.25,22.061278294786092,25.5,19.5,25.25,68,153,0
XB-GENE-17342593,0,0,0.408248290463863,0.16666666666666666,0,0,1,1,5
XB-GENE-17342600,146,210,155.95095382843928,331.5,358,391.25,564,1989,0
XB-GENE-17342612,47,74.5,35.992591830356794,91.66666666666667,88.5,98.75,154,550,0
XB-GENE-17342615,0,1,1.378404875209022,1.5,1,1.75,4,9,1
XB-GENE-17342620,55,74.75,30.585944484354247,93.5,89,112.25,138,561,0
XB-GENE-17342635,400,433.5,161.45267624498103,522.8333333333334,471.5,518.5,839,3137,0
XB-GENE-17342638,0,0,0,0,0,0,0,0,6
XB-GENE-17342639,86,93.75,33.32266495945365,117,103.5,143.25,162,702,0
XB-GENE-17342653,35,35.25,10.392304845413264,42,36,47.25,59,252,0
XB-GENE-17342657,8,12.5,4.08656334834051,14.5,15,17.5,19,87,0
XB-GENE-17342678,27,29.5,14.985548594117823,39.833333333333336,35.5,43.75,67,239,0
XB-GENE-17342690,120,136.75,63.99192657411298,185.16666666666666,172,222.25,283,1111,0
XB-GENE-17342697,0,1.5,2.3166067138525404,3.1666666666666665,3.5,4.75,6,19,1
XB-GENE-17342703,17,23,11.805366011550285,29.166666666666668,25,33,50,175,0
XB-GENE-17342705,5,7.25,6.06630035524124,11,10,12,22,66,0
XB-GENE-17342716,142,159.75,49.917598767034725,201.83333333333334,208,238.25,261,1211,0
XB-GENE-17342743,2,3,3.3115957885386114,4.833333333333333,3.5,5.5,11,29,0
XB-GENE-17342755,36,45.25,17.36663467687393,56,53.5,62.5,85,336,0
XB-GENE-17342767,237,320.75,177.4794823822367,461.1666666666667,498.5,553.25,700,2767,0
XB-GENE-17342769,76,88.25,73.29574794397466,142.33333333333334,127.5,164.5,271,854,0
XB-GENE-17342770,71,83,44.62473155848298,115.16666666666667,113,123.5,194,691,0
XB-GENE-17342776,139,150.25,40.885205148072814,183,176,219,232,1098,0
XB-GENE-17342778,403,572.75,213.10279209808584,714,783.5,847.25,943,4284,0
XB-GENE-17342800,77,122.25,63.66684118649728,154.66666666666666,139,185,256,928,0
XB-GENE-17342808,0,1.25,2.786873995477131,2.8333333333333335,2.5,3,8,17,1
XB-GENE-17342812,2,3.25,5.609515724790034,6.666666666666667,4.5,8,17,40,0
XB-GENE-17342814,49,86.25,46.16672683509918,106.16666666666667,93,126,181,637,0
XB-GENE-17342830,46,61.25,11.906580813426947,64.83333333333333,65,69.5,82,389,0
XB-GENE-17342836,780,919.75,294.56504657998147,1111.8333333333333,1025,1333.5,1520,6671,0
XB-GENE-17342845,70,85,52.46586191674227,130.66666666666666,132.5,175.5,190,784,0
XB-GENE-17342846,2903,3133,974.7416067861267,3943,3856.5,4629.5,5263,23658,0
XB-GENE-17342852,2,3.25,1.6733200530681511,4,4,4,7,24,0
XB-GENE-17342885,32,59.5,42.19202136265418,77.16666666666667,62,87,153,463,0
XB-GENE-17342902,9,10.25,7.503332592921628,15.5,12,21.25,26,93,0
XB-GENE-17342907,541,589,166.5517937459696,724.5,707.5,860.5,930,4347,0
XB-GENE-17342909,194,210.25,98.12933642222731,281.8333333333333,248,331.5,444,1691,0
XB-GENE-17342930,176,179.5,64.63435618925898,211,187.5,194,342,1266,0
XB-GENE-17342978,7,14.25,12.765839833973583,21.166666666666668,19,23.75,44,127,0
XB-GENE-17343004,197,269.5,96.77327454760776,331.6666666666667,337.5,403.25,446,1990,0
XB-GENE-17343015,69,74.5,38.819668554312344,98.16666666666667,79.5,110,168,589,0
XB-GENE-17343028,0,0,0,0,0,0,0,0,6
XB-GENE-17343058,1731,2035.5,1162.4489092715717,2794.3333333333335,2614.5,2916.75,4946,16766,0
XB-GENE-17343088,239,298.5,168.38250107023197,435.6666666666667,443.5,536,671,2614,0
