gene_id,gene_name,CTR1,CTR2,CTR3,CTR4,CTR5,CTR6,LWR1,LWR2,LWR3,LWR4,LWR5,LWR6
AT1G64340,AT1G64340,22,18,34,21,33,31,0,0,0,0,0,0
AT1G49580,AT1G49580,75,50,62,41,98,47,0,0,0,0,0,0
AT5G67420,LBD37,70,100,62,58,69,71,0,0,0,0,0,0
AT5G27940,WPP3,10,17,9,4,13,14,0,0,0,0,0,0
AT3G01055,AT3G01055,24,25,38,25,28,30,0,0,0,0,0,0
AT4G12570,UPL5,34,35,19,35,40,35,0,0,0,0,0,0
AT4G09464,AT4G09464,12,19,9,5,15,15,0,0,0,0,0,0
