xenbase_gene_id,S14_C_5,S14_C_6,S14_C_A,S14_F_5,S14_F_6,S14_F_A
XB-GENE-480490,0,0,0,3,2,36
XB-GENE-485208,0,0,0,9,3,10
XB-GENE-5981788,0,0,0,33,10,17
XB-GENE-6254426,0,0,0,19,9,11
XB-GENE-6448209,0,0,0,12,3,17
XB-GENE-865180,0,0,0,21,5,15
XB-GENE-866267,0,0,0,79,9,1
