xenbase_gene_id,min,lowerq,sd,mean,median,upperq,max,total,n_zero
XB-GENE-1001737,147,182,66.88323158061867,232.83333333333334,236.5,285,312,1397,0
XB-GENE-1001748,361,393.5,98.1909703927335,475.3333333333333,476,546.5,603,2852,0
XB-GENE-1001759,11,25.25,22.337561788759906,36.166666666666664,34,37.5,77,217,0
XB-GENE-1001776,90,95.75,48.2013139516618,139.83333333333334,142,175.5,198,839,0
XB-GENE-1001785,44,52,36.44402100025005,81.16666666666667,73.5,112.25,126,487,0
XB-GENE-1001796,51,79.75,40.27281961819907,105.5,106,130,161,633,0
XB-GENE-1001807,212,236.5,96.20949364104702,310.6666666666667,293.5,361.75,463,1864,0
XB-GENE-1001828,6,11,7.633260552782583,14.666666666666666,11.5,19.5,26,88,0
XB-GENE-1001848,9,11.25,3.3862466931200785,12.666666666666666,12,12.75,19,76,0
XB-GENE-1001862,231,262.25,92.40725079775937,342.5,366.5,395,459,2055,0
XB-GENE-1001876,56,64.75,31.070350282329724,86.83333333333333,86.5,91,142,521,0
XB-GENE-1001922,103,156.5,89.87268773103429,214.5,209,265.25,343,1287,0
XB-GENE-1001944,41,55.5,29.790378760040408,73.66666666666667,66,87,123,442,0
XB-GENE-1001971,512,572.5,472.0532455842949,993.3333333333334,1003,1381.75,1505,5960,0
XB-GENE-1001995,271,371,206.86098391593003,533.6666666666666,553,687,783,3202,0
XB-GENE-1002009,28,31,16.64531966249572,43.333333333333336,37.5,53.75,69,260,0
XB-GENE-1002020,3073,3652.75,1450.8128755976768,4737,4548.5,5756.25,6739,28422,0
XB-GENE-1002054,58,70.25,71.64542320809241,124.33333333333333,107.5,155.25,244,746,0
XB-GENE-1002072,38,55,25.796640608161884,72.66666666666667,76.5,85.25,109,436,0
XB-GENE-1002106,1,2.75,6.121002096606949,6.666666666666667,5.5,7.5,18,40,0
XB-GENE-1002136,165,172.25,39.36707592223058,204.83333333333334,202,226.5,263,1229,0
XB-GENE-1002146,182,237,64.41324915470936,278.3333333333333,292.5,328.5,344,1670,0
XB-GENE-1002174,217,247,98.42696107605205,331.3333333333333,346,385,467,1988,0
