S30_C_5,S30_C_6,S30_C_A,S30_F_5,S30_F_6,S30_F_A,xenbase_gene_id
228.09287867656326,222.11410364510488,238.64719766395982,251.7949467458546,239.56739660390753,245.1070434074183,XB-GENE-1000007
480.01635661784206,498.17020388973526,668.2121534590875,453.047112210607,481.9867860245282,607.9615880595768,XB-GENE-1000023
111.2094632353393,81.44183800320512,83.14160434744406,98.32868358323519,81.75712741244463,62.47826596659682,XB-GENE-1000062
48.79598897060806,45.48050693685481,53.11824722197815,70.75989379354307,44.68122079517323,36.0451534422674,XB-GENE-1000072
439.1639007354725,551.0545142814269,282.5274888473331,427.31624174022767,539.9773066310297,279.95069173494346,XB-GENE-1000113
90.78323529415452,135.3838346027306,129.33138454046855,103.84244154117361,99.81974858496147,134.56857285113162,XB-GENE-1000132
72.62658823532362,41.24976210551948,24.634549436279723,34.00150740728694,30.421256711607306,26.433112524329424,XB-GENE-1000149
2615.6919669128274,2536.331526385531,2163.991202043197,2942.508830219804,2409.933930122641,2762.260258792425,XB-GENE-1000251
48.79598897060806,41.24976210551948,46.18978019302448,60.65133753732264,37.0759066172714,49.261709704432114,XB-GENE-1000265
22.69580882353863,24.326782780178153,20.015571416977274,22.055031831753688,26.61859962265639,22.828597180102687,XB-GENE-1000329
22.69580882353863,19.03835174100899,18.47591207720979,28.487749449348513,19.013285444754565,19.224081835875946,XB-GENE-1000363
6.80874264706159,4.230744831335331,10.77761537837238,9.189596596564035,6.6546499056640975,10.81354603268022,XB-GENE-1000372
146.38796691182418,186.15277257875456,160.1245713358182,170.92649669609108,184.42886881411928,150.18813934278083,XB-GENE-1000382
13.61748529412318,8.461489662670662,5.38880768918619,4.594798298282018,5.703985633426369,4.8060204589689866,XB-GENE-1000437
108.93988235298544,112.11473803038628,40.80097250383829,94.65284494460957,105.52373421838784,45.657194360205374,XB-GENE-1000470
49.93077941178499,45.48050693685481,41.57080217372203,40.434225024881755,37.0759066172714,42.05267901597863,XB-GENE-1000482
82.83970220591601,105.76862078338328,106.2364944439563,122.22163473430167,90.31310586258418,124.95653193319365,XB-GENE-1000491
107.8050919118085,94.13407249721112,77.75279665825788,86.38220800770193,57.99052060650143,75.69482222876154,XB-GENE-1000531
130.50090073534713,136.44152081056444,123.94257685128235,143.35770690639896,131.1916695688065,169.41222117865678,XB-GENE-1000542
119.15299632357781,121.63391390089078,141.6486592586084,179.1971336329987,117.8823697574783,230.68898203051134,XB-GENE-1000552
110.07467279416237,106.82630699121711,105.46666477407257,110.27515915876843,131.1916695688065,97.32191429412198,XB-GENE-1000567
636.6174375002586,811.2453214085498,826.0272357852544,904.2563051019011,905.0323871703173,1184.684043135855,XB-GENE-1000580
13.61748529412318,15.865293117507491,30.793186795349655,14.703354554502457,18.062621172516838,22.828597180102687,XB-GENE-1000594
20.42622794118477,31.730586235014982,23.09489009651224,20.217112512440877,19.963949716992293,32.44063809804066,XB-GENE-1000619
162.27503308830123,188.26814499442224,199.38588449988902,146.11458588536817,143.55030510789697,141.7776035395851,XB-GENE-1000638
494.76863235314215,328.940410636322,331.7965877198925,320.7169212200849,356.4991020891481,209.0618899651509,XB-GENE-1000678
53.335150735315786,92.01870008154346,84.68126368721155,105.68036086048642,98.86908431272374,158.59867514597656,XB-GENE-1000687
79.43533088238522,57.11505522302697,86.99075269686277,81.78740970941992,50.385206428599595,88.91137849092625,XB-GENE-1000706
435.75952941194174,392.40158310635195,432.6442744746626,382.2872184170639,423.0456011457891,420.5267901597863,XB-GENE-1000765
12.482694852946247,9.519175870504496,10.007785708488637,9.189596596564035,12.358635539090468,15.619566491649206,XB-GENE-1000779
205.39706985302462,199.9026932805944,217.8617965770988,244.44326946860335,212.94879698125112,174.21824163762577,XB-GENE-1000791
72.62658823532362,67.6919173013653,60.04671425093183,62.48925685663544,75.10247750678053,58.87375062237008,XB-GENE-1000815
56.73952205884658,64.5188586778638,83.9114340173278,60.65133753732264,82.70779168468236,72.0903068845348,XB-GENE-1000845
26.100180147069427,22.21141036451049,24.634549436279723,20.217112512440877,27.56926389489412,28.836122753813918,XB-GENE-1000854
364.26773161779505,360.67099687133697,292.53527455582173,360.2321865853102,326.0778453775408,273.9431661612322,XB-GENE-1000959
139.5792242647626,125.8646587322261,130.87104388023602,115.78891711670686,127.3890124798556,126.15803704793589,XB-GENE-1000971
2653.140051471666,2867.387309437521,2789.8627236586785,3228.305284372946,3066.8429422389113,3781.13659609385,XB-GENE-1000983
52.200360294138854,58.1727414308608,80.0622856679091,65.24613583560466,56.089192062025965,51.6647199339166,XB-GENE-1001017
13.61748529412318,15.865293117507491,27.713868115814687,20.217112512440877,18.062621172516838,24.030102294844934,XB-GENE-1001029
91.91802573533145,82.49952421103896,101.61751642465386,86.38220800770193,102.67174140167465,72.0903068845348,XB-GENE-1001039
23.830599264715563,25.384468988011985,40.03114283395455,24.811910810722896,40.878563706222316,33.642143212782905,XB-GENE-1001059
304.1238382354177,276.05610024463033,360.28028550559094,328.98755815699246,253.82736068747346,303.9807940297884,XB-GENE-1001088
157.7358713235935,162.88367600641024,170.90218671419058,136.92498928880414,183.47820454188155,181.42727232607925,XB-GENE-1001113
63.54826470590817,38.07670348201798,49.26909887255945,26.649830130035703,52.28653497307506,37.246658557009646,XB-GENE-1001131
175.89251838242438,233.74865193127704,210.16349987826138,269.2551802793263,202.4914899866361,283.5552070791702,XB-GENE-1001158
0,0,7.698296698837414,1.8379193193128072,1.9013285444754566,10.81354603268022,XB-GENE-1001182
239.44078308833255,122.6916001087246,143.1883185983759,230.65887457375732,149.25429074132333,135.77007796587387,XB-GENE-1001202
120.28778676475474,138.5568932262321,150.8866152972133,124.97851371327089,101.72107712943692,176.62125186711026,XB-GENE-1001213
51.06556985296192,54.99968280735931,55.427736231629375,58.81341821800983,57.039856334263696,36.0451534422674,XB-GENE-1001247
155.46629044123964,122.6916001087246,130.10121421035228,150.7093841836502,138.79698374670832,134.56857285113162,XB-GENE-1001321
5178.0487830903385,5474.583811747919,5080.105991562809,6357.362925503,6173.613783911807,6448.477950821638,XB-GENE-1001347
47.661198529431125,67.6919173013653,49.26909887255945,45.02902332316378,50.385206428599595,61.276760851854576,XB-GENE-1001390
250.78868750010187,222.11410364510488,175.52116473349304,231.5778342334137,226.25809679257932,180.225767211337,XB-GENE-1001398
55.60473161766965,44.42282072902098,53.88807689186189,63.40821651629185,66.54649905664098,96.12040917937973,XB-GENE-1001421
72.62658823532362,84.61489662670662,72.36398896907168,77.1926114111379,87.461113045871,114.14298590051342,XB-GENE-1001444
26.100180147069427,30.67290002718115,36.95182415441958,31.24462842831772,41.82922797846005,67.28428642556581,XB-GENE-1001458
10.213113970592385,5.288431039169164,3.849148349418707,10.108556256220439,1.9013285444754566,10.81354603268022,XB-GENE-1001470
609.3824669120123,499.22789009756906,430.3347854650114,610.189214011852,462.02283630753595,455.37043848731145,XB-GENE-1001488
115.74862500004703,124.80697252439226,163.97371968523692,132.3301909905221,127.3890124798556,176.62125186711026,XB-GENE-1001512
9.078323529415453,9.519175870504496,6.158637359069931,5.513757957938422,5.703985633426369,7.209030688453479,XB-GENE-1001521
68.0874264706159,96.24944491287879,101.61751642465386,84.54428868838913,108.37572703510102,123.7550268184514,XB-GENE-1001532
127.09652941181633,140.67226564189977,142.41848892849214,117.62683643601966,109.32639130733875,122.55352170370915,XB-GENE-1001545
331.35880882366405,294.0367657778055,344.11386243803236,385.9630570556895,305.16323138831075,313.5928349477264,XB-GENE-1001590
80.57012132356215,102.59556215988178,80.83211533779284,78.11157107079431,63.6945062399278,80.50084268773053,XB-GENE-1001617
90.78323529415452,97.30713112071261,85.45109335709529,85.46324834804554,121.68502684642922,82.90385291721502,XB-GENE-1001623
3.404371323530795,4.230744831335331,8.468126368721155,3.6758386386256143,9.506642722377283,7.209030688453479,XB-GENE-1001661
133.90527205887793,130.09540356356143,160.1245713358182,126.8164330325837,201.54082571439838,159.8001802607188,XB-GENE-1001671
54.46994117649272,65.57654488569763,69.28467028953672,50.5427812811022,59.89184915097688,85.30686314669951,XB-GENE-1001705
28.36976102942329,40.19207589768565,40.80097250383829,61.57029719697904,52.28653497307506,45.657194360205374,XB-GENE-1001715
587.8214485296505,609.2272557122877,579.6817414224572,613.8650526504777,641.6983837604666,612.7676085185458,XB-GENE-1001725
275.75407720599435,240.09476917828005,235.56787898442485,251.7949467458546,321.32452401635214,216.27092065360438,XB-GENE-1001737
179.29688970595518,205.19112431976356,267.1308954496582,203.0900847840652,181.5768759974061,261.92811501380976,XB-GENE-1001748
72.62658823532362,92.01870008154346,78.52262632814161,94.65284494460957,100.77041285719919,86.50836826144176,XB-GENE-1001759
355.1894080883796,286.6329623229687,298.69391191489166,309.68940530420804,306.1138956605485,302.77928891504615,XB-GENE-1001776
46.52640808825419,66.63423109353147,86.22092302697904,66.16509549526106,64.64517051216552,91.31438872041075,XB-GENE-1001785
35.17850367648488,30.67290002718115,73.90364830883917,49.62382162144579,44.68122079517323,116.54599612999792,XB-GENE-1001796
257.5974301471635,268.6522967897935,283.2973185172168,306.0135666655824,290.9032673047449,283.5552070791702,XB-GENE-1001807
72.62658823532362,51.8266241838578,31.563016465233396,46.86694264247658,51.335870700837326,32.44063809804066,XB-GENE-1001848
191.77958455890143,226.3448484764402,207.0841811987264,147.03354554502457,179.67554745293063,154.99415980174982,XB-GENE-1001862
165.67940441183202,196.7296346570929,73.90364830883917,94.65284494460957,139.74764801894605,34.84364832752515,XB-GENE-1001876
27.23497058824636,38.07670348201798,20.015571416977274,37.67734604591255,30.421256711607306,28.836122753813918,XB-GENE-1001922
217.87976470597087,227.40253468427406,177.83065374314424,197.57632682612677,205.3434828033493,176.62125186711026,XB-GENE-1001944
1896.2348272066527,1886.9121947755577,1960.7561691938893,2282.6957945865065,2103.8200344620927,2573.623955777892,XB-GENE-1001971
76.03095955885442,97.30713112071261,98.5381977451189,116.70787677636326,114.07971266852739,129.76255239216263,XB-GENE-1001995
46.52640808825419,29.615213819347318,35.4121648146521,27.568789789692108,23.76660680594321,26.433112524329424,XB-GENE-1002009
797.7576801473829,829.2259869417248,1004.6277191982824,1043.9381733696746,843.239209474865,1261.5803704793589,XB-GENE-1002020
144.11838602947032,83.55721041887278,121.63308784163114,101.0855625622044,98.86908431272374,153.79265468700757,XB-GENE-1002054
45.39161764707726,59.230427638694636,77.75279665825788,56.05653923904062,52.28653497307506,70.88880176979255,XB-GENE-1002072
3.404371323530795,6.346117247002996,7.698296698837414,1.8379193193128072,1.9013285444754566,10.81354603268022,XB-GENE-1002106
62.413474264731235,109.99936561471861,117.78393949221243,102.9234818815172,101.72107712943692,112.94148078577118,XB-GENE-1002136
338.16755147072564,337.40190029899264,281.75765917744934,304.1756473462696,376.4630518061404,216.27092065360438,XB-GENE-1002146
150.9271286765319,161.82598979857642,136.2598515694222,181.95401261196793,190.13285444754567,140.57609842484285,XB-GENE-1002174
56.73952205884658,107.88399319905095,109.31581312349127,110.27515915876843,96.96775576824828,136.9715830806161,XB-GENE-1002192
10273.25786397476,9594.271591260696,8134.020291991611,8164.03761638749,7840.128253144545,7774.939597497078,XB-GENE-1002225
111.2094632353393,112.11473803038628,129.33138454046855,139.68186826777335,126.43834820761786,145.38211888381184,XB-GENE-1002268
315.471742647187,296.15213819347315,282.5274888473331,263.74142232138786,308.96588847726167,249.9130638663873,XB-GENE-1002280
115.74862500004703,126.92234494005993,148.57712628756207,128.6543523518965,107.42506276286329,114.14298590051342,XB-GENE-1002296
178.16209926477825,214.71030019026804,201.69537350954022,223.30719729650608,242.41938942062072,265.5326303580365,XB-GENE-1002307
123.69215808828554,115.28779665388777,105.46666477407257,96.49076426392237,131.1916695688065,103.3294398678332,XB-GENE-1002350
55.60473161766965,31.730586235014982,65.43552194011801,51.4617409407586,20.914613989230023,64.88127619608132,XB-GENE-1002360
153.19670955888577,136.44152081056444,147.80729661767833,148.87146486433738,139.74764801894605,147.78512911329634,XB-GENE-1002391
2750.732029412882,2854.6950749435146,1576.6111639219023,2472.9204441353822,3233.209189880514,1379.3278717240992,XB-GENE-1002400
231.49725000009406,204.13343811192973,228.6394119554712,216.87447967891126,198.68883289768522,165.80770583443004,XB-GENE-1002420
201.99269852949382,260.19080712712287,331.7965877198925,195.73840750681396,228.15942533705478,273.9431661612322,XB-GENE-1002429
55.60473161766965,39.134389689851815,64.66569227023427,35.83942672659974,30.421256711607306,45.657194360205374,XB-GENE-1002440
417.60288235311083,378.65166240451214,317.16982399210144,376.7734604591255,387.8710230729931,281.1521968496857,XB-GENE-1002454
818.1839080885677,798.5530869145438,562.745488685015,811.4413794766044,801.409981496405,526.259240257104,XB-GENE-1002479
133.90527205887793,152.30681392807193,154.73576364663202,178.2781739733423,138.79698374670832,164.6062007196878,XB-GENE-1002488
862.440735294468,757.3033248090243,696.6958512447859,883.1202329298038,832.78190248025,1030.8913884488477,XB-GENE-1002501
182.70126102948598,175.57591050041623,138.56934057907344,158.0610614609014,143.55030510789697,142.97910865432735,XB-GENE-1002521
71.49179779414669,101.53787595204794,112.39513180302623,90.97700630598396,128.3396767520933,134.56857285113162,XB-GENE-1002533
